№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
38,Аргумент через case study,Да,"содержание; дискурс","успешный кейс усиливает","возможные; мгновенные; коллективные","маркетинг"
39,Аргумент через customer voice,Да,"содержание; дискурс","отзывы клиентов усиливают","возможные; мгновенные; коллективные","маркетинг"
40,Аргумент через awards,Условно,"идентичность; дискурс","награды усиливают позицию","возможные; мгновенные; коллективные","PR"
41,Аргумент через рейтинги,Условно,"память; институты; дискурс","позиция в рейтингах как довод","возможные; мгновенные; коллективные","корпоративная культура"
42,Аргумент через сертификацию,Условно,"нормы; институты; дискурс","ISO и др. усиливают позицию","возможные; мгновенные; коллективные","бизнес"
43,Аргумент через лицензии,Условно,"нормы; институты; дискурс","лицензия усиливает довод","возможные; мгновенные; коллективные","право; бизнес"
44,Аргумент через патенты,Условно,"нормы; институты; дискурс","патент усиливает","возможные; мгновенные; коллективные","наука; бизнес"
45,Аргумент через IP,Условно,"нормы; институты; дискурс","интеллектуальная собственность усиливает","возможные; мгновенные; коллективные","бизнес"
46,Аргумент через supply chain,Условно,"структура; дискурс","цепочка поставок как довод","возможные; постепенно; коллективные","менеджмент"
47,Аргумент через sustainability report,Условно,"содержание; дискурс","отчёт об устойчивости как довод","возможные; постепенно; коллективные","ESG"
48,Аргумент через социальные инициативы,Условно,"нормы; дискурс","благотворительность как довод","возможные; постепенно; коллективные","CSR"
49,Аргумент через волонтёрство сотрудников,Условно,"поведение; идентичность; дискурс","волонтёрство усиливает позицию","возможные; постепенно; коллективные","CSR"
50,Аргумент через кризисные коммуникации,Условно,"состояние; дискурс","обращение в кризис как довод","возможные; мгновенные; коллективные","PR"
51,Аргумент через антикризисный план,Условно,"структура; дискурс","наличие плана усиливает позицию","возможные; мгновенные; коллективные","менеджмент"
52,Аргумент через социальные сети,Условно,"символы; дискурс","присутствие в соцсетях как довод","возможные; мгновенные; коллективные","digital PR"
53,Аргумент через пресс-релиз,Условно,"содержание; дискурс","релиз как довод","возможные; мгновенные; коллективные","PR"
54,Аргумент через корпоративный сайт,Условно,"символы; дискурс","сайт как довод","возможные; мгновенные; коллективные","digital PR"
55,Аргумент через рассылку,Условно,"содержание; дискурс","email-кампания усиливает позицию","возможные; мгновенные; коллективные","маркетинг"
56,Аргумент через внутреннюю рассылку,Условно,"содержание; дискурс","внутренний email усиливает","возможные; мгновенные; коллективные","HR; коммуникации"
57,Аргумент через townhall meeting,Условно,"структура; дискурс","встреча CEO с сотрудниками усиливает","возможные; мгновенные; коллективные","корпоративная культура"
58,Аргумент через all-hands,Условно,"структура; дискурс","массовая встреча как довод","возможные; мгновенные; коллективные","HR"
59,Аргумент через корпоративный праздник,Условно,"символы; поведение; дискурс","ритуал усиливает идентичность","возможные; цикличные; коллективные","корпоративная культура"
60,Аргумент через ритуалы награждения,Условно,"символы; дискурс","награда внутри компании как довод","возможные; цикличные; коллективные","HR"
61,Аргумент через корпоративный мерч,Условно,"символы; идентичность; дискурс","фирменные вещи усиливают вовлечённость","возможные; постепенно; коллективные","PR; HR"
62,Аргумент через dress code,Условно,"нормы; идентичность; дискурс","единый стиль как довод","возможные; мгновенные; коллективные","корпоративная культура"
63,Аргумент через office design,Условно,"пространство; символы; дискурс","офис как риторическое пространство","возможные; постепенно; коллективные","HR; дизайн"
64,Аргумент через sustainability офиса,Условно,"пространство; нормы; дискурс","зелёный офис как довод","возможные; постепенно; коллективные","ESG"
65,Аргумент через корпоративные медиа,Условно,"символы; дискурс","газета/журнал компании как довод","возможные; постепенно; коллективные","PR"
66,Аргумент через корпоративное видео,Условно,"символы; дискурс","фирменное видео усиливает доверие","возможные; мгновенные; коллективные","PR"
67,Аргумент через корпоративный подкаст,Условно,"символы; дискурс","подкаст как довод","возможные; мгновенные; коллективные","PR"
68,Аргумент через CEO letter,Условно,"содержание; дискурс","письмо руководства усиливает","возможные; мгновенные; коллективные","PR; HR"
69,Аргумент через годовой отчёт,Да,"содержание; дискурс","официальный отчёт как довод","возможные; постепенно; коллективные","финансы"
70,Аргумент через квартальный отчёт,Да,"содержание; дискурс","периодичность усиливает доверие","возможные; цикличные; коллективные","финансы"
71,Аргумент через пресс-конференцию,Условно,"структура; дискурс","прямая коммуникация как довод","возможные; мгновенные; коллективные","PR"
72,Аргумент через media coverage,Условно,"символы; дискурс","публикации в СМИ как довод","возможные; мгновенные; коллективные","PR"
73,Аргумент через кризисное заявление,Условно,"состояние; дискурс","заявление смягчает кризис","возможные; мгновенные; коллективные","PR"
74,Аргумент через apology,Условно,"нормы; дискурс","публичные извинения усиливают доверие","возможные; мгновенные; коллективные","PR"
75,Аргумент через recovery plan,Условно,"структура; дискурс","план выхода из кризиса как довод","возможные; постепенно; коллективные","менеджмент"
76,Аргумент через job cuts framing,Условно,"состояние; дискурс","сокращения преподносятся как необходимость","возможные; мгновенные; коллективные","HR; PR"
77,Аргумент через hiring campaign,Условно,"идентичность; дискурс","рекрутинг как довод силы компании","возможные; постепенно; коллективные","HR"
78,Аргумент через employer branding,Условно,"идентичность; дискурс","бренд работодателя усиливает позицию","возможные; постепенно; коллективные","HR"
79,Аргумент через внутренние ценности,Условно,"нормы; идентичность; дискурс","внутренние лозунги как довод","возможные; мгновенные; коллективные","HR"
80,Аргумент через onboarding,Условно,"структура; дискурс","процесс адаптации усиливает лояльность","возможные; постепенно; коллективные","HR"
81,Аргумент через performance review,Условно,"структура; дискурс","оценка работы как довод","возможные; постепенно; коллективные","HR"
82,Аргумент через promotion,Условно,"идентичность; дискурс","повышение как аргумент","возможные; мгновенные; коллективные","HR"
83,Аргумент через recognition,Условно,"идентичность; дискурс","признание достижений усиливает","возможные; мгновенные; коллективные","HR"
84,Аргумент через бонусы,Да,"экономика; дискурс","премии как довод","возможные; мгновенные; коллективные","HR; финансы"
85,Аргумент через опционы,Да,"экономика; дискурс","опционы как довод","возможные; постепенно; коллективные","финансы; HR"
86,Аргумент через льготы,Да,"экономика; дискурс","бенефиты как довод","возможные; постепенно; коллективные","HR"
87,Аргумент через гибридный формат работы,Условно,"структура; пространство; дискурс","гибкость усиливает позицию","возможные; постепенно; коллективные","HR"
88,Аргумент через удалёнку,Условно,"структура; пространство; дискурс","дистанционная работа как довод","возможные; постепенно; коллективные","HR"
89,Аргумент через офисное присутствие,Условно,"структура; пространство; дискурс","совместное пребывание усиливает культуру","возможные; постепенно; коллективные","HR"
90,Аргумент через корпоративные ивенты,Условно,"символы; дискурс","ивенты усиливают вовлечённость","возможные; цикличные; коллективные","PR; HR"
91,Аргумент через тимбилдинг,Условно,"поведение; идентичность; дискурс","совместные активности усиливают доверие","возможные; цикличные; коллективные","HR"
92,Аргумент через стратегическую сессию,Условно,"структура; дискурс","совместная стратегия как довод","возможные; постепенно; коллективные","менеджмент"
93,Аргумент через OKR,Да,"структура; дискурс","цели и ключевые результаты усиливают","возможные; постепенно; коллективные","менеджмент"
94,Аргумент через roadmap,Да,"структура; дискурс","дорожная карта как довод","возможные; постепенно; коллективные","менеджмент"
95,Аргумент через quarterly business review (QBR),Да,"структура; дискурс","ежеквартальный разбор усиливает","возможные; цикличные; коллективные","бизнес"
96,Аргумент через executive summary,Да,"содержание; дискурс","короткое резюме как довод","возможные; мгновенные; коллективные","бизнес"
97,Аргумент через white paper,Да,"содержание; дискурс","аналитический документ усиливает","возможные; постепенно; коллективные","бизнес; IT"
98,Аргумент через case competition,Условно,"структура; дискурс","соревнование кейсов усиливает позицию","возможные; мгновенные; коллективные","образование; бизнес"
99,Аргумент через benchmarking competitors,Да,"содержание; дискурс","сравнение с конкурентами как довод","возможные; мгновенные; коллективные","маркетинг"
100,Аргумент через market share,Да,"экономика; дискурс","доля рынка как довод","возможные; мгновенные; коллективные","маркетинг"
101,Аргумент через customer satisfaction,Да,"содержание; дискурс","удовлетворённость как довод","возможные; мгновенные; коллективные","маркетинг"
102,Аргумент через churn rate,Да,"содержание; дискурс","отток клиентов как довод","возможные; мгновенные; коллективные","маркетинг"
103,Аргумент через growth hacking,Условно,"структура; дискурс","быстрый рост как довод","возможные; постепенно; коллективные","маркетинг; digital"
104,Аргумент через digital transformation,Условно,"технология; дискурс","цифровизация усиливает позицию","возможные; постепенно; коллективные","бизнес"
105,Аргумент через AI adoption,Условно,"технология; дискурс","внедрение ИИ как довод","возможные; постепенно; коллективные","бизнес"
106,Аргумент через automation,Условно,"технология; дискурс","автоматизация усиливает позицию","возможные; постепенно; коллективные","бизнес"
107,Аргумент через cybersecurity,Условно,"технология; дискурс","защита данных как довод","возможные; постепенно; коллективные","бизнес"
108,Аргумент через data-driven,Да,"структура; дискурс","данные как довод","возможные; мгновенные; коллективные","бизнес"
109,Аргумент через big data,Да,"структура; дискурс","большие данные усиливают позицию","возможные; мгновенные; коллективные","digital"
110,Аргумент через analytics,Да,"структура; дискурс","аналитика усиливает довод","возможные; мгновенные; коллективные","бизнес"
111,Аргумент через cloud,Условно,"технология; дискурс","облачные сервисы как довод","возможные; мгновенные; коллективные","digital"
112,Аргумент через platform strategy,Условно,"структура; дискурс","платформа усиливает позицию","возможные; постепенно; коллективные","бизнес"
113,Аргумент через ecosystem,Условно,"структура; дискурс","экосистема как довод","возможные; постепенно; коллективные","бизнес"
114,Аргумент через M&A,Условно,"структура; дискурс","слияния и поглощения усиливают","возможные; постепенно; коллективные","финансы"
115,Аргумент через IPO,Условно,"структура; дискурс","выход на биржу как довод","возможные; мгновенные; коллективные","финансы"
116,Аргумент через инвестиционный раунд,Условно,"структура; дискурс","финансирование усиливает","возможные; мгновенные; коллективные","финансы; стартапы"
117,Аргумент через венчурный фонд,Условно,"структура; дискурс","фонды как довод","возможные; постепенно; коллективные","финансы"
118,Аргумент через advisory board,Условно,"идентичность; институты; дискурс","совет усиливает позицию","возможные; постепенно; коллективные","бизнес"
119,Аргумент через external experts,Условно,"идентичность; дискурс","эксперты усиливают довод","возможные; мгновенные; коллективные","бизнес"
120,Аргумент через industry standards,Условно,"нормы; институты; дискурс","отраслевые стандарты усиливают","возможные; постепенно; коллективные","бизнес"
121,Аргумент через сертификацию отраслевую,Условно,"нормы; институты; дискурс","отраслевой сертификат усиливает позицию","возможные; мгновенные; коллективные","бизнес"
122,Аргумент через регуляторов,Условно,"нормы; институты; дискурс","одобрение регулятора усиливает довод","возможные; мгновенные; коллективные","право; бизнес"
123,Аргумент через государственное партнёрство,Условно,"институты; дискурс","госучастие усиливает позицию","возможные; постепенно; коллективные","бизнес; политика"
124,Аргумент через лоббизм,Условно,"институты; дискурс","влияние на законы усиливает","возможные; постепенно; коллективные","бизнес; политика"
125,Аргумент через членство в ассоциациях,Условно,"институты; дискурс","профессиональные объединения усиливают","возможные; мгновенные; коллективные","бизнес"
126,Аргумент через networking,Условно,"отношения; дискурс","связи усиливают позицию","возможные; мгновенные; коллективные","бизнес"
127,Аргумент через отраслевые выставки,Условно,"символы; дискурс","участие усиливает доверие","возможные; цикличные; коллективные","PR; маркетинг"
128,Аргумент через product launch,Условно,"содержание; дискурс","запуск продукта как довод","возможные; мгновенные; коллективные","маркетинг"
129,Аргумент через demo day,Условно,"структура; дискурс","демонстрация усиливает позицию","возможные; мгновенные; коллективные","стартапы; бизнес"
130,Аргумент через пресс-тур,Условно,"структура; дискурс","организация тура усиливает довод","возможные; мгновенные; коллективные","PR"
131,Аргумент через корпоративные исследования,Да,"содержание; дискурс","собственные исследования усиливают","возможные; постепенно; коллективные","PR; бизнес"
132,Аргумент через white label,Условно,"структура; дискурс","переупаковка продукта как довод","возможные; мгновенные; коллективные","бизнес"
133,Аргумент через франчайзинг,Условно,"структура; дискурс","франшиза усиливает позицию","возможные; постепенно; коллективные","бизнес"
134,Аргумент через лицензирование,Условно,"структура; дискурс","лицензирование продукта усиливает","возможные; постепенно; коллективные","бизнес"
135,Аргумент через supply chain transparency,Условно,"структура; дискурс","прозрачность поставок усиливает","возможные; постепенно; коллективные","ESG"
136,Аргумент через локализацию,Условно,"структура; дискурс","локальная адаптация усиливает довод","возможные; постепенно; коллективные","маркетинг"
137,Аргумент через глобализацию,Условно,"структура; дискурс","глобальное присутствие усиливает","возможные; постепенно; коллективные","маркетинг; политика"
138,Аргумент через digital presence,Условно,"символы; дискурс","сильное онлайн-присутствие усиливает","возможные; мгновенные; коллективные","PR; маркетинг"
139,Аргумент через thought leadership,Условно,"идентичность; дискурс","мнение лидера усиливает доверие","возможные; постепенно; коллективные","PR; HR"
140,Аргумент через корпоративный блог,Условно,"содержание; дискурс","контент усиливает позицию","возможные; мгновенные; коллективные","PR"
141,Аргумент через инфографику,Условно,"символы; дискурс","визуализация усиливает довод","возможные; мгновенные; коллективные","маркетинг"
142,Аргумент через storytelling,Условно,"содержание; дискурс","корпоративные истории убеждают","возможные; мгновенные; коллективные","PR; маркетинг"
143,Аргумент через мемы,Условно,"символы; дискурс","юмор усиливает вовлечённость","возможные; мгновенные; коллективные","digital PR"
144,Аргумент через вирусные кампании,Условно,"символы; дискурс","виральность усиливает довод","возможные; мгновенные; коллективные","маркетинг"
145,Аргумент через influencer marketing,Условно,"идентичность; дискурс","инфлюенсеры усиливают довод","возможные; мгновенные; коллективные","маркетинг"
146,Аргумент через employee advocacy,Условно,"идентичность; дискурс","голос сотрудников усиливает","возможные; мгновенные; коллективные","HR; PR"
147,Аргумент через gamification,Условно,"поведение; дискурс","игровые механики усиливают вовлечённость","возможные; постепенно; коллективные","digital; HR"
148,Аргумент через KPI storytelling,Условно,"структура; дискурс","презентация KPI как история усиливает довод","возможные; мгновенные; коллективные","менеджмент"
149,Аргумент через quarterly wins,Условно,"содержание; дискурс","подчёркивание побед усиливает","возможные; цикличные; коллективные","PR; менеджмент"
150,Аргумент через crisis hero stories,Условно,"содержание; дискурс","героизм в кризис как довод","возможные; мгновенные; коллективные","PR"
151,Аргумент через HR brand awards,Условно,"идентичность; дискурс","награды HR усиливают","возможные; мгновенные; коллективные","HR; PR"
152,Аргумент через sustainability awards,Условно,"нормы; дискурс","награды за устойчивость усиливают","возможные; мгновенные; коллективные","ESG"
153,Аргумент через client testimonials,Да,"содержание; дискурс","отзывы клиентов усиливают","возможные; мгновенные; коллективные","маркетинг"
154,Аргумент через partner testimonials,Да,"содержание; дискурс","отзывы партнёров усиливают","возможные; мгновенные; коллективные","бизнес"
155,Аргумент через media testimonials,Да,"содержание; дискурс","отзывы прессы усиливают","возможные; мгновенные; коллективные","PR"
156,Аргумент через crisis resilience,Условно,"структура; дискурс","устойчивость в кризис как довод","возможные; постепенно; коллективные","менеджмент"
157,Аргумент через digital twin,Условно,"технология; дискурс","цифровой двойник усиливает позицию","возможные; постепенно; коллективные","бизнес; digital"
158,Аргумент через metaverse presence,Условно,"технология; символы; дискурс","присутствие в метавселенной усиливает","возможные; постепенно; коллективные","digital PR"
159,Аргумент через AI ethics,Условно,"нормы; дискурс","этическое ИИ-позиционирование усиливает","возможные; постепенно; коллективные","AI; ESG"
160,Аргумент через quantum readiness,Условно,"технология; дискурс","готовность к квантовым технологиям усиливает позицию","возможные; постепенно; коллективные","футурология; бизнес"
