№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
64,Аргумент контекстуализации,Да,"значения; дискурс","смысл аргумента меняется в зависимости от контекста","возможные; мгновенные; коллективные","прагматика"
65,Аргумент поляризации,Условно,"отношения; дискурс","создание лагерей «за/против»","возможные; мгновенные; коллективные","политика"
66,Аргумент консолидации,Условно,"отношения; дискурс","укрепление союза ради усиления позиции","возможные; постепенно; коллективные","социология"
67,Аргумент эскалации,Условно,"состояние; дискурс","нарастание силы довода при сопротивлении","возможные; постепенно; коллективные","конфликтология"
68,Аргумент деэскалации,Условно,"состояние; дискурс","смягчение конфликта доводами","возможные; постепенно; коллективные","медиация"
69,Аргумент стратегического молчания,Условно,"дискурс; нормы","умолчание как средство убеждения","возможные; мгновенные; индивидуальные; неформальные","политическая риторика"
70,Аргумент из смеха,Условно,"состояние; дискурс","смех как опровержение","возможные; мгновенные; коллективные","юмор; социальное влияние"
71,Аргумент из возмущения,Условно,"состояние; дискурс","эмоциональное негодование как довод","возможные; мгновенные; коллективные","моральная риторика"
72,Аргумент из страха,Условно,"состояние; дискурс","апелляция к угрозе","возможные; мгновенные; коллективные","пропаганда"
73,Аргумент из надежды,Условно,"состояние; дискурс","апелляция к будущему благу","возможные; постепенно; коллективные","политика; религия"
74,Аргумент из зависти,Условно,"состояние; дискурс","подрыв через чувство несправедливости","возможные; мгновенные; коллективные","психология масс"
75,Аргумент из сострадания,Условно,"состояние; дискурс","эмпатия как обоснование","возможные; мгновенные; коллективные","этика; благотворительность"
76,Аргумент из достоинства,Условно,"идентичность; дискурс","уважение как основание","возможные; постепенно; коллективные","этика; права человека"
77,Аргумент из выгоды,Да,"значения; дискурс","выгодно → оправдано","возможные; мгновенные; индивидуальные","экономика"
78,Аргумент из потерь,Условно,"состояние; дискурс","страх потерять усиливает довод","возможные; мгновенные; коллективные","поведенческая экономика"
79,Аргумент статуса,Условно,"идентичность; дискурс","позиция выше/ниже оправдывает доводы","возможные; постепенно; коллективные","социология"
80,Аргумент идентичности,Условно,"идентичность; дискурс","«мы такие» как довод","возможные; постепенно; коллективные","культурология"
81,Аргумент признания,Условно,"идентичность; отношения; дискурс","признание ценности группы","возможные; постепенно; коллективные","социология признания"
82,Аргумент делегитимации,Условно,"идентичность; дискурс","отрицание чужого права говорить","возможные; мгновенные; коллективные","политика"
83,Аргумент легитимации,Условно,"идентичность; дискурс","подтверждение права говорить","возможные; мгновенные; коллективные","право; политика"
84,Аргумент экспертного консенсуса,Условно,"нормы; институты; дискурс","согласие специалистов как обоснование","возможные; постепенно; коллективные","наука"
85,Аргумент методологической строгости,Да,"структура; нормы; дискурс","качество метода как критерий","возможные; постепенно; коллективные","наука"
86,Аргумент эвристический,Да,"значения; дискурс","рабочее приближение как основание","возможные; мгновенные; индивидуальные","научное открытие"
87,Аргумент вероятностной модели,Да,"значения; дискурс","статистическая модель как довод","возможные; постепенно; коллективные","статистика"
88,Аргумент симулякра,Условно,"значения; дискурс","копия без оригинала как обоснование","возможные; мгновенные; коллективные","постмодернизм"
89,Аргумент дискурсивного режима,Условно,"институты; дискурс","правила дискурса определяют допустимые доводы","возможные; постепенно; коллективные","Фуко"
90,Аргумент интертекстуальности,Да,"память/наследие; дискурс","связь с другими текстами","возможные; постепенно; коллективные","литературоведение"
91,Аргумент деконструкции,Условно,"структура; значения; дискурс","распад бинарных оппозиций","возможные; постепенно; индивидуальные","Деррида"
92,Аргумент реконструкции,Да,"структура; дискурс","восстановление целого из частей","возможные; постепенно; индивидуальные","история идей"
93,Аргумент критического вопроса,Да,"структура; дискурс","выявление слабых мест довода","возможные; мгновенные; индивидуальные","Тулмин-модель"
94,Аргумент опровержения (rebuttal),Да,"структура; дискурс","встраивание условий опровержения","возможные; мгновенные; индивидуальные","Тулмин-модель"
95,Аргумент резервирования (qualifier),Да,"структура; дискурс","ограничение силы довода","возможные; мгновенные; индивидуальные","Тулмин-модель"
96,Аргумент поддержки (backing),Да,"структура; дискурс","дополнительное основание","возможные; мгновенные; индивидуальные","Тулмин-модель"
97,Аргумент данных (data),Да,"содержание; дискурс","факты как основания","возможные; мгновенные; индивидуальные","наука"
98,Аргумент тезиса (claim),Да,"содержание; дискурс","утверждение как итог","возможные; мгновенные; индивидуальные","логика"
99,Аргумент энтропии,Условно,"состояние; дискурс","показ хаоса как довода","возможные; постепенно; коллективные","системная теория"
100,Аргумент синергии,Условно,"структура; дискурс","целое больше суммы частей","возможные; постепенно; коллективные","системная теория"
101,Аргумент сетевой,Условно,"структура; дискурс","узлы и связи как модель доводов","возможные; постепенно; коллективные","сетевой анализ"
102,Аргумент сложности,Условно,"структура; дискурс","сложное более убедительно","возможные; постепенно; коллективные","complexity science"
103,Аргумент простоты,Да,"структура; дискурс","простое предпочтительнее","возможные; мгновенные; индивидуальные","бритва Оккама"
104,Аргумент парадоксальный,Условно,"значения; дискурс","удивление через парадокс усиливает","возможные; мгновенные; индивидуальные","постмодерн"
105,Аргумент игры,Условно,"состояние; дискурс","игровая форма как обоснование","возможные; мгновенные; коллективные","game studies"
106,Аргумент симуляции эксперимента,Да,"структура; дискурс","мысленный эксперимент как довод","возможные; мгновенные; индивидуальные","философия науки"
107,Аргумент инклюзии,Условно,"нормы; дискурс","учёт меньшинств усиливает довод","возможные; постепенно; коллективные","этика"
108,Аргумент исключения (маргинализации),Условно,"нормы; дискурс","игнорирование слабых голосов","возможные; постепенно; коллективные","соц. критика"
109,Аргумент гендерный,Условно,"идентичность; дискурс","учёт гендерных позиций","возможные; постепенно; коллективные","феминистская риторика"
110,Аргумент постколониальный,Условно,"идентичность; дискурс","учёт колониального наследия","возможные; постепенно; коллективные","postcolonial studies"
111,Аргумент экологический,Условно,"тело/материя; дискурс","устойчивость природы как довод","возможные; постепенно; коллективные","эко-риторика"
112,Аргумент технологический,Условно,"технология; дискурс","техника как обоснование","возможные; постепенно; коллективные","STS studies"
113,Аргумент медиатехнологический,Условно,"технология; дискурс","средства коммуникации влияют на силу довода","возможные; постепенно; коллективные","media studies"
114,Аргумент цифровой,Условно,"технология; дискурс","цифровая репрезентация как довод","возможные; мгновенные; коллективные","digital rhetoric"
115,Аргумент сетевой вовлечённости,Условно,"отношения; дискурс","вовлечённость пользователей усиливает","возможные; мгновенные; коллективные","соцсети"
116,Аргумент алгоритмический,Условно,"структура; технология; дискурс","алгоритм как основание","возможные; постепенно; институциональные","AI studies"
117,Аргумент данных больших,Да,"содержание; технология; дискурс","big data как довод","возможные; постепенно; институциональные","data science"
118,Аргумент визуальный,Условно,"символы; дискурс","картинка как обоснование","возможные; мгновенные; коллективные","визуальная риторика"
119,Аргумент мультимодальный,Условно,"символы; дискурс","комбинация медиа усиливает довод","возможные; мгновенные; коллективные","мультимодальные исследования"
120,Аргумент перформативный,Условно,"тело; дискурс","действие как довод","возможные; мгновенные; коллективные","перформанс"
121,Аргумент меметический,Условно,"символы; дискурс","распространение через мем усиливает довод","возможные; мгновенные; коллективные","meme studies"
122,Аргумент вирусный,Условно,"отношения; дискурс","быстрое распространение = сила","возможные; мгновенные; коллективные","соцсети; маркетинг"
123,Аргумент сетевой репутации,Условно,"идентичность; дискурс","рейтинг/лайки как доказательство","возможные; мгновенные; коллективные","digital reputation"
124,Аргумент краудсорсинга,Условно,"отношения; дискурс","массовое участие легитимирует","возможные; постепенно; коллективные","краудсорсинг"
125,Аргумент открытости,Условно,"нормы; дискурс","прозрачность усиливает доверие","возможные; постепенно; коллективные","open science; open gov"
126,Аргумент закрытости,Условно,"нормы; дискурс","секретность усиливает значимость","возможные; постепенно; коллективные","политика; разведка"
127,Аргумент доступности (availability),Условно,"состояние; дискурс","легко доступное кажется убедительным","возможные; мгновенные; индивидуальные","когнитивные искажения"
128,Аргумент новизны медийной,Условно,"содержание; дискурс","свежее событие убеждает сильнее","возможные; мгновенные; коллективные","журналистика"
129,Аргумент усталости аудитории,Условно,"состояние; дискурс","повтор теряет силу","возможные; постепенно; коллективные","media studies"
130,Аргумент вовлечённости,Условно,"состояние; дискурс","участие аудитории укрепляет позицию","возможные; мгновенные; коллективные","UX; медиа"
131,Аргумент релятивизма,Условно,"нормы; значения; дискурс","истина = функция точки зрения","возможные; постепенно; коллективные","постмодерн"
132,Аргумент конструктивизма,Условно,"нормы; значения; дискурс","реальность социально конструируется","возможные; постепенно; коллективные","соц. конструктивизм"
133,Аргумент деколонизации знания,Условно,"нормы; идентичность; дискурс","разрыв с колониальными рамками как довод","возможные; постепенно; коллективные","decolonial studies"
134,Аргумент этический критический,Условно,"нормы; дискурс","подрыв господствующей нормы через этику","возможные; постепенно; коллективные","критическая теория"
135,Аргумент экономический,Условно,"экономика; дискурс","экономическая выгода как довод","возможные; постепенно; коллективные","экономика"
136,Аргумент политический,Условно,"институты; дискурс","политическая поддержка = довод","возможные; постепенно; коллективные","политология"
137,Аргумент культурный,Условно,"идентичность; дискурс","культурные особенности усиливают позицию","возможные; постепенно; коллективные","антропология"
138,Аргумент социологический,Условно,"нормы; институты; дискурс","соц. структура как основание","возможные; постепенно; коллективные","социология"
139,Аргумент психологический,Условно,"состояние; идентичность; дискурс","психологические эффекты усиливают довод","возможные; мгновенные; индивидуальные","психология"
140,Аргумент нейронаучный,Условно,"тело; дискурс","мозговые процессы как обоснование","возможные; постепенно; институциональные","нейронаука"
141,Аргумент биополитический,Условно,"тело; институты; дискурс","управление телами = довод","возможные; постепенно; коллективные","биополитика"
142,Аргумент биографический,Да,"память; идентичность; дискурс","жизненная история как основание","возможные; постепенно; индивидуальные","биографистика"
143,Аргумент генеалогический,Условно,"память; дискурс","прослеживание происхождения концепта","возможные; постепенно; коллективные","генеалогия Фуко"
144,Аргумент исторический,Да,"память; дискурс","прошлое объясняет настоящее","возможные; постепенно; коллективные","история"
145,Аргумент футурологический,Условно,"время; дискурс","будущее как довод","возможные; постепенно; коллективные","futures studies"
146,Аргумент прогнозный,Да,"время; дискурс","прогноз как основание","возможные; постепенно; коллективные","экономика; менеджмент"
147,Аргумент сценарный,Условно,"время; дискурс","развёртывание альтернативных сценариев","возможные; постепенно; коллективные","стратегическое планирование"
148,Аргумент вероятностного сценария,Да,"время; дискурс","сценарий с наибольшей вероятностью как довод","возможные; постепенно; коллективные","risk management"
149,Аргумент этико-политический,Условно,"нормы; институты; дискурс","пересечение этики и политики как довод","возможные; постепенно; коллективные","политическая философия"
150,Аргумент аксиологический,Условно,"нормы; значения; дискурс","связь с системой ценностей","возможные; постепенно; коллективные","аксиология"

