№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
119,Фокус на цифровых интерфейсах,Да,технология/инфраструктура,принцип медиатизации,индивидуальные,аналог в digital performance
120,Создание спектакля-лабиринта,Да,пространство,принцип дезориентации,индивидуальные,аналог в immersive theatre
121,Использование нелинейных мультимедиа-нарративов,Да,содержание,принцип гибридности,индивидуальные,аналог в цифровом сторителлинге
122,Фокус на зрительской телесности,Да,тело/материя,принцип эмпатии,коллективные,аналог в иммерсивном театре
123,Прерывание действия зрительскими вопросами,Да,дискурс,принцип метакоммуникации,коллективные,аналог в форумах
124,Разрушение театральной иллюзии света,Да,структура,принцип дезориентации,индивидуальные,аналог в световом искусстве
125,Фокус на случайных технических сбоях,Да,технология/инфраструктура,принцип ошибки,индивидуальные,аналог в glitch art
126,Использование архива как сцены,Да,память/наследие,принцип материализации,индивидуальные,аналог в архивном театре
127,Фокус на зрительских реакциях как тексте,Да,содержание,принцип переопределения,индивидуальные,аналог в социологии
128,Создание спектакля без актёров,Нет,структура,принцип автоматизации,индивидуальные,аналог в роботизированных инсталляциях
129,Использование перформативного чтения,Да,дискурс,принцип материализации,индивидуальные,аналог в spoken word
130,Фокус на телесных ошибках,Да,тело/материя,принцип случайности,индивидуальные,аналог в contemporary dance
131,Прерывание действия ради научного комментария,Да,дискурс,принцип интермедиальности,индивидуальные,аналог в science theatre
132,Слияние театра и киберпространства,Да,пространство,принцип виртуализации,индивидуальные,аналог в VR
133,Фокус на зрительских выборах как сюжете,Да,структура,принцип интерактивности,индивидуальные,аналог в интерактивных играх
134,Использование телесных архивов актёров,Да,память/наследие,принцип документирования,индивидуальные,аналог в архивном искусстве
135,Фокус на материальности пространства,Да,структура,принцип субстанции,индивидуальные,аналог в архитектуре
136,Разрушение границ жанров,Да,нормы,принцип трансгрессии,индивидуальные,аналог в постмодернизме
137,Фокус на звуковой телесности,Да,состояние,принцип резонанса,индивидуальные,аналог в музыке
138,Использование зрителей как акторов,Да,институты,принцип инклюзии,коллективные,аналог в community art
139,Создание спектакля как исследования,Да,структура,принцип метапрактики,индивидуальные,аналог в перформативных исследованиях
140,Фокус на медиа как посредниках,Да,технология/инфраструктура,принцип медиатизации,индивидуальные,аналог в digital art
141,Использование поэтического текста вместо драматургии,Да,дискурс,принцип замещения,индивидуальные,аналог в поэзии
142,Фокус на зрительских телесных звуках,Да,состояние,принцип эмпатии,коллективные,аналог в перформансе
143,Разрушение сюжета как категории,Нет,структура,принцип отказа,индивидуальные,уникален
144,Фокус на пространственных парадоксах,Да,пространство,принцип дезориентации,индивидуальные,аналог в архитектуре
145,Использование случайных визуальных потоков,Да,символы,принцип хаотичности,индивидуальные,аналог в видео-арте
146,Фокус на телесной уязвимости зрителей,Нет,тело/материя,принцип предела,индивидуальные,аналог в психологии
147,Создание спектакля как лаборатории,Да,структура,принцип эксперимента,индивидуальные,аналог в science-art
148,Фокус на зрительской интерпретации как финале,Да,состояние,принцип неопределенности,индивидуальные,аналог в рецептивной эстетике
149,Использование цифровых тел как персонажей,Да,идентичность/границы,принцип киборгизации,индивидуальные,аналог в VR
150,Фокус на перформативности тишины,Да,состояние,принцип пустоты,индивидуальные,аналог в музыке
151,Разрушение кульминации как структуры,Нет,структура,принцип отказа,индивидуальные,уникален
152,Фокус на зрительских ошибках,Да,поведение,принцип случайности,индивидуальные,аналог в game theatre
153,Использование телесных ограничений актёров,Нет,тело/материя,принцип предела,индивидуальные,аналог в перформансе
154,Фокус на документальности реальности,Да,содержание,принцип фактичности,индивидуальные,аналог в документалистике
155,Прерывание действия ради зрительского выбора,Да,структура,принцип интерактивности,коллективные,аналог в interactive theatre
156,Фокус на звуковой перегрузке,Нет,состояние,принцип интенсивности,индивидуальные,аналог в медиа-арте
157,Использование телесных ритуалов зрителей,Да,нормы,принцип интеграции,коллективные,аналог в антропологии
158,Фокус на пространстве как тексте,Да,структура,принцип семиотизации,индивидуальные,аналог в архитектуре
159,Разрушение финала как категории,Нет,структура,принцип отказа,индивидуальные,уникален
160,Фокус на зрительской памяти,Да,память/наследие,принцип архивирования,индивидуальные,аналог в психологии
161,Использование случайных цифровых данных,Да,содержание,принцип апроприации,индивидуальные,аналог в data art
162,Фокус на телесной многослойности,Да,тело/материя,принцип полифонии,индивидуальные,аналог в contemporary dance
163,Создание спектакля-коллажа,Да,структура,принцип гибридности,индивидуальные,аналог в collage art
164,Фокус на зрительской соавторской позиции,Да,институты,принцип коллективности,коллективные,аналог в participatory art
165,Использование медиа-архивов,Да,память/наследие,принцип документирования,индивидуальные,аналог в медиа
166,Фокус на телесной временности,Да,время/ритм,принцип процессуальности,индивидуальные,аналог в перформансе
167,Разрушение сценической логики,Нет,структура,принцип хаоса,индивидуальные,уникален
168,Фокус на зрительской политической роли,Да,нормы,принцип репрезентации,коллективные,аналог в политическом искусстве
169,Использование телесных практик зрителей как материала,Да,поведение,принцип апроприации,коллективные,аналог в community art
170,Фокус на зрительском воображении как сцене,Да,состояние,принцип дополнения,индивидуальные,аналог в психологии
171,Прерывание действия ради цифровой вставки,Да,технология/инфраструктура,принцип медиатизации,индивидуальные,аналог в digital performance
172,Фокус на звуковой телесности зрителей,Да,состояние,принцип эмпатии,коллективные,аналог в sound studies
173,Использование случайных движений зрителей,Да,поведение,принцип случайности,коллективные,аналог в interactive art
174,Фокус на зрительской дезориентации,Нет,состояние,принцип хаотичности,индивидуальные,аналог в психологии
175,Разрушение фабулы как категории,Нет,структура,принцип отказа,индивидуальные,уникален
176,Фокус на телесной интенсивности актёров,Нет,тело/материя,принцип экстремальности,индивидуальные,аналог в перформансе
177,Использование цифровых двойников актёров,Да,идентичность/границы,принцип киборгизации,индивидуальные,аналог в VR
178,Фокус на зрительской телесной экспозиции,Нет,тело/материя,принцип предела,коллективные,аналог в перформативных исследованиях
179,Создание спектакля без сюжета,Нет,структура,принцип отказа,индивидуальные,уникален
180,Фокус на перформативности среды,Да,пространство,принцип интеграции,индивидуальные,аналог в environmental art
