№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
113,анализировать посылка истинное,Нет,пространство,правило дедукции,необходимые,Аналоги в других парадоксах
114,анализировать посылка неопределённое,Условно,институты,арифметический формализм,возможные,Типичный пример
115,анализировать утверждение самореференциальное,Да,нормы,закон исключённого третьего,мгновенные,Уникальный
116,анализировать утверждение противоречивое,Нет,нормы,принцип непротиворечия,постепенные,Аналоги в других парадоксах
117,анализировать утверждение двусмысленное,Условно,структура,закон тождества,дискретные,Типичный пример
118,анализировать утверждение ложное,Да,память/наследие,логический плюрализм,континуальные,Уникальный
119,анализировать утверждение истинное,Нет,технология/инфраструктура,правило дедукции,индивидуальные,Аналоги в других парадоксах
120,анализировать утверждение неопределённое,Условно,время/ритм,арифметический формализм,коллективные,Типичный пример
121,анализировать фраза самореференциальное,Да,отношения,закон исключённого третьего,эндогенные,Уникальный
122,анализировать фраза противоречивое,Нет,институты,принцип непротиворечия,экзогенные,Аналоги в других парадоксах
123,анализировать фраза двусмысленное,Условно,технология/инфраструктура,закон тождества,институциональные,Типичный пример
124,анализировать фраза ложное,Да,технология/инфраструктура,логический плюрализм,неформальные,Уникальный
125,анализировать фраза истинное,Нет,символы,правило дедукции,цикличные,Аналоги в других парадоксах
126,анализировать фраза неопределённое,Условно,содержание,арифметический формализм,каскадные,Типичный пример
127,анализировать аргумент самореференциальное,Да,значения,закон исключённого третьего,явные,Уникальный
128,анализировать аргумент противоречивое,Нет,экономика/обмен,принцип непротиворечия,латентные,Аналоги в других парадоксах
129,анализировать аргумент двусмысленное,Условно,значения,закон тождества,необходимые,Типичный пример
130,анализировать аргумент ложное,Да,экономика/обмен,логический плюрализм,возможные,Уникальный
131,анализировать аргумент истинное,Нет,память/наследие,правило дедукции,мгновенные,Аналоги в других парадоксах
132,анализировать аргумент неопределённое,Условно,пространство,арифметический формализм,постепенные,Типичный пример
133,анализировать условие самореференциальное,Да,технология/инфраструктура,закон исключённого третьего,дискретные,Уникальный
134,анализировать условие противоречивое,Нет,значения,принцип непротиворечия,континуальные,Аналоги в других парадоксах
135,анализировать условие двусмысленное,Условно,отношения,закон тождества,индивидуальные,Типичный пример
136,анализировать условие ложное,Да,дискурс,логический плюрализм,коллективные,Уникальный
137,анализировать условие истинное,Нет,отношения,правило дедукции,эндогенные,Аналоги в других парадоксах
138,анализировать условие неопределённое,Условно,функция,арифметический формализм,экзогенные,Типичный пример
139,анализировать предикат самореференциальное,Да,структура,закон исключённого третьего,институциональные,Уникальный
140,анализировать предикат противоречивое,Нет,дискурс,принцип непротиворечия,неформальные,Аналоги в других парадоксах
141,анализировать предикат двусмысленное,Условно,содержание,закон тождества,цикличные,Типичный пример
142,анализировать предикат ложное,Да,экономика/обмен,логический плюрализм,каскадные,Уникальный
143,анализировать предикат истинное,Нет,институты,правило дедукции,явные,Аналоги в других парадоксах
144,анализировать предикат неопределённое,Условно,символы,арифметический формализм,латентные,Типичный пример
145,проверять предложение самореференциальное,Да,поведение,закон исключённого третьего,необходимые,Уникальный
146,проверять предложение противоречивое,Нет,состояние,принцип непротиворечия,возможные,Аналоги в других парадоксах
147,проверять предложение двусмысленное,Условно,технология/инфраструктура,закон тождества,мгновенные,Типичный пример
148,проверять предложение ложное,Да,структура,логический плюрализм,постепенные,Уникальный
149,проверять предложение истинное,Нет,поведение,правило дедукции,дискретные,Аналоги в других парадоксах
150,проверять предложение неопределённое,Условно,память/наследие,арифметический формализм,континуальные,Типичный пример
151,проверять высказывание самореференциальное,Да,отношения,закон исключённого третьего,индивидуальные,Уникальный
152,проверять высказывание противоречивое,Нет,технология/инфраструктура,принцип непротиворечия,коллективные,Аналоги в других парадоксах
153,проверять высказывание двусмысленное,Условно,нормы,закон тождества,эндогенные,Типичный пример
154,проверять высказывание ложное,Да,тело/материя,логический плюрализм,экзогенные,Уникальный
155,проверять высказывание истинное,Нет,состояние,правило дедукции,институциональные,Аналоги в других парадоксах
156,проверять высказывание неопределённое,Условно,поведение,арифметический формализм,неформальные,Типичный пример
157,проверять посылка самореференциальное,Да,память/наследие,закон исключённого третьего,цикличные,Уникальный
158,проверять посылка противоречивое,Нет,время/ритм,принцип непротиворечия,каскадные,Аналоги в других парадоксах
159,проверять посылка двусмысленное,Условно,экономика/обмен,закон тождества,явные,Типичный пример
160,проверять посылка ложное,Да,институты,логический плюрализм,латентные,Уникальный
161,проверять посылка истинное,Нет,значения,правило дедукции,необходимые,Аналоги в других парадоксах
162,проверять посылка неопределённое,Условно,нормы,арифметический формализм,возможные,Типичный пример
163,проверять утверждение самореференциальное,Да,нормы,закон исключённого третьего,мгновенные,Уникальный
164,проверять утверждение противоречивое,Нет,структура,принцип непротиворечия,постепенные,Аналоги в других парадоксах
165,проверять утверждение двусмысленное,Условно,нормы,закон тождества,дискретные,Типичный пример
166,проверять утверждение ложное,Да,значения,логический плюрализм,континуальные,Уникальный
167,проверять утверждение истинное,Нет,значения,правило дедукции,индивидуальные,Аналоги в других парадоксах
168,проверять утверждение неопределённое,Условно,экономика/обмен,арифметический формализм,коллективные,Типичный пример
169,проверять фраза самореференциальное,Да,поведение,закон исключённого третьего,эндогенные,Уникальный
170,проверять фраза противоречивое,Нет,дискурс,принцип непротиворечия,экзогенные,Аналоги в других парадоксах
171,проверять фраза двусмысленное,Условно,состояние,закон тождества,институциональные,Типичный пример
172,проверять фраза ложное,Да,экономика/обмен,логический плюрализм,неформальные,Уникальный
173,проверять фраза истинное,Нет,структура,правило дедукции,цикличные,Аналоги в других парадоксах
174,проверять фраза неопределённое,Условно,пространство,арифметический формализм,каскадные,Типичный пример
175,проверять аргумент самореференциальное,Да,память/наследие,закон исключённого третьего,явные,Уникальный
176,проверять аргумент противоречивое,Нет,дискурс,принцип непротиворечия,латентные,Аналоги в других парадоксах
177,проверять аргумент двусмысленное,Условно,отношения,закон тождества,необходимые,Типичный пример
178,проверять аргумент ложное,Да,структура,логический плюрализм,возможные,Уникальный
179,проверять аргумент истинное,Нет,тело/материя,правило дедукции,мгновенные,Аналоги в других парадоксах
180,проверять аргумент неопределённое,Условно,идентичность/границы,арифметический формализм,постепенные,Типичный пример
181,проверять условие самореференциальное,Да,функция,закон исключённого третьего,дискретные,Уникальный
182,проверять условие противоречивое,Нет,значения,принцип непротиворечия,континуальные,Аналоги в других парадоксах
183,проверять условие двусмысленное,Условно,состояние,закон тождества,индивидуальные,Типичный пример
184,проверять условие ложное,Да,нормы,логический плюрализм,коллективные,Уникальный
185,проверять условие истинное,Нет,отношения,правило дедукции,эндогенные,Аналоги в других парадоксах
186,проверять условие неопределённое,Условно,идентичность/границы,арифметический формализм,экзогенные,Типичный пример
187,проверять предикат самореференциальное,Да,память/наследие,закон исключённого третьего,институциональные,Уникальный
188,проверять предикат противоречивое,Нет,состояние,принцип непротиворечия,неформальные,Аналоги в других парадоксах
189,проверять предикат двусмысленное,Условно,время/ритм,закон тождества,цикличные,Типичный пример
190,проверять предикат ложное,Да,дискурс,логический плюрализм,каскадные,Уникальный
191,проверять предикат истинное,Нет,структура,правило дедукции,явные,Аналоги в других парадоксах
192,проверять предикат неопределённое,Условно,память/наследие,арифметический формализм,латентные,Типичный пример
193,противоречить предложение самореференциальное,Да,содержание,закон исключённого третьего,необходимые,Уникальный
194,противоречить предложение противоречивое,Нет,значения,принцип непротиворечия,возможные,Аналоги в других парадоксах
195,противоречить предложение двусмысленное,Условно,идентичность/границы,закон тождества,мгновенные,Типичный пример
196,противоречить предложение ложное,Да,тело/материя,логический плюрализм,постепенные,Уникальный
197,противоречить предложение истинное,Нет,идентичность/границы,правило дедукции,дискретные,Аналоги в других парадоксах
198,противоречить предложение неопределённое,Условно,состояние,арифметический формализм,континуальные,Типичный пример
199,противоречить высказывание самореференциальное,Да,символы,закон исключённого третьего,индивидуальные,Уникальный
200,противоречить высказывание противоречивое,Нет,экономика/обмен,принцип непротиворечия,коллективные,Аналоги в других парадоксах
201,противоречить высказывание двусмысленное,Условно,символы,закон тождества,эндогенные,Типичный пример
202,противоречить высказывание ложное,Да,экономика/обмен,логический плюрализм,экзогенные,Уникальный
203,противоречить высказывание истинное,Нет,экономика/обмен,правило дедукции,институциональные,Аналоги в других парадоксах
204,противоречить высказывание неопределённое,Условно,память/наследие,арифметический формализм,неформальные,Типичный пример
205,противоречить посылка самореференциальное,Да,технология/инфраструктура,закон исключённого третьего,цикличные,Уникальный
206,противоречить посылка противоречивое,Нет,дискурс,принцип непротиворечия,каскадные,Аналоги в других парадоксах
207,противоречить посылка двусмысленное,Условно,институты,закон тождества,явные,Типичный пример
208,противоречить посылка ложное,Да,пространство,логический плюрализм,латентные,Уникальный
209,противоречить посылка истинное,Нет,поведение,правило дедукции,необходимые,Аналоги в других парадоксах
210,противоречить посылка неопределённое,Условно,символы,арифметический формализм,возможные,Типичный пример
211,противоречить утверждение самореференциальное,Да,институты,закон исключённого третьего,мгновенные,Уникальный
212,противоречить утверждение противоречивое,Нет,поведение,принцип непротиворечия,постепенные,Аналоги в других парадоксах
213,противоречить утверждение двусмысленное,Условно,отношения,закон тождества,дискретные,Типичный пример
214,противоречить утверждение ложное,Да,дискурс,логический плюрализм,континуальные,Уникальный
215,противоречить утверждение истинное,Нет,дискурс,правило дедукции,индивидуальные,Аналоги в других парадоксах
216,противоречить утверждение неопределённое,Условно,идентичность/границы,арифметический формализм,коллективные,Типичный пример
217,противоречить фраза самореференциальное,Да,идентичность/границы,закон исключённого третьего,эндогенные,Уникальный
218,противоречить фраза противоречивое,Нет,нормы,принцип непротиворечия,экзогенные,Аналоги в других парадоксах
219,противоречить фраза двусмысленное,Условно,экономика/обмен,закон тождества,институциональные,Типичный пример
220,противоречить фраза ложное,Да,функция,логический плюрализм,неформальные,Уникальный
221,противоречить фраза истинное,Нет,идентичность/границы,правило дедукции,цикличные,Аналоги в других парадоксах
222,противоречить фраза неопределённое,Условно,экономика/обмен,арифметический формализм,каскадные,Типичный пример
223,противоречить аргумент самореференциальное,Да,поведение,закон исключённого третьего,явные,Уникальный
224,противоречить аргумент противоречивое,Нет,дискурс,принцип непротиворечия,латентные,Аналоги в других парадоксах
225,противоречить аргумент двусмысленное,Условно,время/ритм,закон тождества,необходимые,Типичный пример
226,противоречить аргумент ложное,Да,состояние,логический плюрализм,возможные,Уникальный
227,противоречить аргумент истинное,Нет,состояние,правило дедукции,мгновенные,Аналоги в других парадоксах
228,противоречить аргумент неопределённое,Условно,отношения,арифметический формализм,постепенные,Типичный пример
229,противоречить условие самореференциальное,Да,технология/инфраструктура,закон исключённого третьего,дискретные,Уникальный
230,противоречить условие противоречивое,Нет,дискурс,принцип непротиворечия,континуальные,Аналоги в других парадоксах
231,противоречить условие двусмысленное,Условно,экономика/обмен,закон тождества,индивидуальные,Типичный пример
232,противоречить условие ложное,Да,отношения,логический плюрализм,коллективные,Уникальный
233,противоречить условие истинное,Нет,дискурс,правило дедукции,эндогенные,Аналоги в других парадоксах
234,противоречить условие неопределённое,Условно,тело/материя,арифметический формализм,экзогенные,Типичный пример
235,противоречить предикат самореференциальное,Да,отношения,закон исключённого третьего,институциональные,Уникальный
236,противоречить предикат противоречивое,Нет,поведение,принцип непротиворечия,неформальные,Аналоги в других парадоксах
237,противоречить предикат двусмысленное,Условно,поведение,закон тождества,цикличные,Типичный пример
238,противоречить предикат ложное,Да,поведение,логический плюрализм,каскадные,Уникальный
239,противоречить предикат истинное,Нет,значения,правило дедукции,явные,Аналоги в других парадоксах
240,противоречить предикат неопределённое,Условно,институты,арифметический формализм,латентные,Типичный пример
241,парадоксифицировать предложение самореференциальное,Да,функция,закон исключённого третьего,необходимые,Уникальный
242,парадоксифицировать предложение противоречивое,Нет,идентичность/границы,принцип непротиворечия,возможные,Аналоги в других парадоксах
243,парадоксифицировать предложение двусмысленное,Условно,символы,закон тождества,мгновенные,Типичный пример
244,парадоксифицировать предложение ложное,Да,содержание,логический плюрализм,постепенные,Уникальный
245,парадоксифицировать предложение истинное,Нет,поведение,правило дедукции,дискретные,Аналоги в других парадоксах
246,парадоксифицировать предложение неопределённое,Условно,содержание,арифметический формализм,континуальные,Типичный пример
247,парадоксифицировать высказывание самореференциальное,Да,символы,закон исключённого третьего,индивидуальные,Уникальный
248,парадоксифицировать высказывание противоречивое,Нет,время/ритм,принцип непротиворечия,коллективные,Аналоги в других парадоксах
249,парадоксифицировать высказывание двусмысленное,Условно,поведение,закон тождества,эндогенные,Типичный пример
250,парадоксифицировать высказывание ложное,Да,тело/материя,логический плюрализм,экзогенные,Уникальный
251,парадоксифицировать высказывание истинное,Нет,нормы,правило дедукции,институциональные,Аналоги в других парадоксах
252,парадоксифицировать высказывание неопределённое,Условно,дискурс,арифметический формализм,неформальные,Типичный пример
253,парадоксифицировать посылка самореференциальное,Да,поведение,закон исключённого третьего,цикличные,Уникальный
254,парадоксифицировать посылка противоречивое,Нет,время/ритм,принцип непротиворечия,каскадные,Аналоги в других парадоксах
255,парадоксифицировать посылка двусмысленное,Условно,дискурс,закон тождества,явные,Типичный пример
256,парадоксифицировать посылка ложное,Да,структура,логический плюрализм,латентные,Уникальный
257,парадоксифицировать посылка истинное,Нет,нормы,правило дедукции,необходимые,Аналоги в других парадоксах
258,парадоксифицировать посылка неопределённое,Условно,дискурс,арифметический формализм,возможные,Типичный пример
259,парадоксифицировать утверждение самореференциальное,Да,содержание,закон исключённого третьего,мгновенные,Уникальный
260,парадоксифицировать утверждение противоречивое,Нет,экономика/обмен,принцип непротиворечия,постепенные,Аналоги в других парадоксах
261,парадоксифицировать утверждение двусмысленное,Условно,память/наследие,закон тождества,дискретные,Типичный пример
262,парадоксифицировать утверждение ложное,Да,технология/инфраструктура,логический плюрализм,континуальные,Уникальный
263,парадоксифицировать утверждение истинное,Нет,отношения,правило дедукции,индивидуальные,Аналоги в других парадоксах
264,парадоксифицировать утверждение неопределённое,Условно,идентичность/границы,арифметический формализм,коллективные,Типичный пример
265,парадоксифицировать фраза самореференциальное,Да,символы,закон исключённого третьего,эндогенные,Уникальный
266,парадоксифицировать фраза противоречивое,Нет,значения,принцип непротиворечия,экзогенные,Аналоги в других парадоксах
267,парадоксифицировать фраза двусмысленное,Условно,тело/материя,закон тождества,институциональные,Типичный пример
268,парадоксифицировать фраза ложное,Да,отношения,логический плюрализм,неформальные,Уникальный
269,парадоксифицировать фраза истинное,Нет,идентичность/границы,правило дедукции,цикличные,Аналоги в других парадоксах
270,парадоксифицировать фраза неопределённое,Условно,нормы,арифметический формализм,каскадные,Типичный пример
271,парадоксифицировать аргумент самореференциальное,Да,технология/инфраструктура,закон исключённого третьего,явные,Уникальный
272,парадоксифицировать аргумент противоречивое,Нет,экономика/обмен,принцип непротиворечия,латентные,Аналоги в других парадоксах
273,парадоксифицировать аргумент двусмысленное,Условно,экономика/обмен,закон тождества,необходимые,Типичный пример
274,парадоксифицировать аргумент ложное,Да,время/ритм,логический плюрализм,возможные,Уникальный
275,парадоксифицировать аргумент истинное,Нет,значения,правило дедукции,мгновенные,Аналоги в других парадоксах
276,парадоксифицировать аргумент неопределённое,Условно,экономика/обмен,арифметический формализм,постепенные,Типичный пример
277,парадоксифицировать условие самореференциальное,Да,структура,закон исключённого третьего,дискретные,Уникальный
278,парадоксифицировать условие противоречивое,Нет,пространство,принцип непротиворечия,континуальные,Аналоги в других парадоксах
279,парадоксифицировать условие двусмысленное,Условно,символы,закон тождества,индивидуальные,Типичный пример
280,парадоксифицировать условие ложное,Да,экономика/обмен,логический плюрализм,коллективные,Уникальный
281,парадоксифицировать условие истинное,Нет,структура,правило дедукции,эндогенные,Аналоги в других парадоксах
282,парадоксифицировать условие неопределённое,Условно,символы,арифметический формализм,экзогенные,Типичный пример
283,парадоксифицировать предикат самореференциальное,Да,пространство,закон исключённого третьего,институциональные,Уникальный
284,парадоксифицировать предикат противоречивое,Нет,содержание,принцип непротиворечия,неформальные,Аналоги в других парадоксах
285,парадоксифицировать предикат двусмысленное,Условно,поведение,закон тождества,цикличные,Типичный пример
286,парадоксифицировать предикат ложное,Да,содержание,логический плюрализм,каскадные,Уникальный
287,парадоксифицировать предикат истинное,Нет,дискурс,правило дедукции,явные,Аналоги в других парадоксах
288,парадоксифицировать предикат неопределённое,Условно,память/наследие,арифметический формализм,латентные,Типичный пример
289,моделировать предложение самореференциальное,Да,пространство,закон исключённого третьего,необходимые,Уникальный
290,моделировать предложение противоречивое,Нет,состояние,принцип непротиворечия,возможные,Аналоги в других парадоксах
291,моделировать предложение двусмысленное,Условно,время/ритм,закон тождества,мгновенные,Типичный пример
292,моделировать предложение ложное,Да,время/ритм,логический плюрализм,постепенные,Уникальный
293,моделировать предложение истинное,Нет,экономика/обмен,правило дедукции,дискретные,Аналоги в других парадоксах
294,моделировать предложение неопределённое,Условно,институты,арифметический формализм,континуальные,Типичный пример
295,моделировать высказывание самореференциальное,Да,институты,закон исключённого третьего,индивидуальные,Уникальный
296,моделировать высказывание противоречивое,Нет,содержание,принцип непротиворечия,коллективные,Аналоги в других парадоксах
297,моделировать высказывание двусмысленное,Условно,память/наследие,закон тождества,эндогенные,Типичный пример
298,моделировать высказывание ложное,Да,технология/инфраструктура,логический плюрализм,экзогенные,Уникальный
299,моделировать высказывание истинное,Нет,память/наследие,правило дедукции,институциональные,Аналоги в других парадоксах
300,моделировать высказывание неопределённое,Условно,институты,арифметический формализм,неформальные,Типичный пример
301,моделировать посылка самореференциальное,Да,структура,закон исключённого третьего,цикличные,Уникальный
302,моделировать посылка противоречивое,Нет,память/наследие,принцип непротиворечия,каскадные,Аналоги в других парадоксах
