№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
19,Карбонизация,Да,"структура; состояние","растворение CO₂ в продукте","возможные; мгновенные; коллективные","кулинария; напитки"
20,Деконструкция (кулинарная),Условно,"структура; содержание","разделение блюда на элементы","возможные; мгновенные; коллективные","молекулярная кухня"
21,Реконструкция,Условно,"структура; содержание","сборка заново в новой форме","возможные; мгновенные; коллективные","молекулярная кухня"
22,Микропена (эспума),Да,"структура; состояние","пена через сифоны/NO₂","возможные; мгновенные; коллективные","молекулярная кухня"
23,Порошкообразование жиров,Да,"состояние; структура","жиры связывают мальтодекстрином","возможные; мгновенные; коллективные","кулинария"
24,Пудрализирование,Да,"состояние; структура","превращение в пудру","возможные; мгновенные; коллективные","молекулярная кухня"
25,Криогенное измельчение,Нет,"состояние; тело/материя","измельчение при сверхнизкой t","необходимые; мгновенные; коллективные","кулинария; химия"
26,Пена из соевого лецитина,Да,"структура; состояние","эмульгатор удерживает пузырьки","возможные; мгновенные; коллективные","кулинария"
27,Текстурирование альгинатом,Да,"структура; состояние","образование мембраны из альгината","возможные; мгновенные; коллективные","молекулярная кухня"
28,Текстурирование агаром,Да,"структура; состояние","гель при охлаждении раствора агара","возможные; постепенно; коллективные","кулинария"
29,Текстурирование желатином,Да,"структура; состояние","гель из коллагена","возможные; постепенно; коллективные","кулинария"
30,Текстурирование метилцеллюлозой,Да,"структура; состояние","образование геля при нагреве","возможные; постепенно; коллективные","кулинария"
31,Текстурирование ксантаном,Да,"структура; состояние","загущение жидкостей","возможные; мгновенные; коллективные","кулинария"
32,Текстурирование гуаром,Да,"структура; состояние","гидроколлоидное загущение","возможные; мгновенные; коллективные","кулинария"
33,Слоистая желатинизация,Да,"структура; состояние","послойное формирование геля","возможные; постепенно; коллективные","кулинария"
34,Слоистая дегидратация,Нет,"структура; состояние","послойное удаление влаги","необходимые; постепенно; коллективные","кулинария"
35,Крио-эмульсия,Да,"структура; состояние","эмульсия при низкой температуре","возможные; мгновенные; коллективные","кулинария"
36,Термореверсивное гелеобразование,Да,"структура; состояние","желатин плавится и застывает","возможные; цикличные; коллективные","кулинария"
37,Флэш-заморозка,Нет,"состояние; тело/материя","сверхбыстрое охлаждение","необходимые; мгновенные; коллективные","кулинария"
38,Микрокапсулирование,Да,"структура; состояние","инкапсуляция ароматов/масел","возможные; постепенно; коллективные","пищевая промышленность"
39,Аэрозолизация ароматов,Да,"состояние; символы","аромат в виде спрея","возможные; мгновенные; коллективные","молекулярная кухня"
40,Вакуумное вспенивание,Да,"структура; состояние","образование пены в вакууме","возможные; мгновенные; коллективные","кулинария"
41,Слоистая пенная структура,Да,"структура; состояние","пена из нескольких слоёв","возможные; мгновенные; коллективные","молекулярная кухня"
42,Гибридные текстуры,Условно,"структура; состояние","комбинация геля+пены+жидкости","возможные; мгновенные; коллективные","молекулярная кухня"
43,Термозондирование,Да,"тело/материя; состояние","точный контроль температуры","возможные; мгновенные; индивидуальные","кулинария"
44,Микроволновая текстуризация,Да,"структура; состояние","СВЧ создаёт необычные текстуры","возможные; мгновенные; коллективные","кулинария"
45,Ультразвуковая экстракция,Да,"содержание; структура","кавитация ускоряет экстракцию","возможные; мгновенные; коллективные","кулинария; фармацевтика"
46,Ультразвуковая эмульсия,Да,"структура; состояние","кавитация стабилизирует эмульсии","возможные; мгновенные; коллективные","кулинария"
47,Ультразвуковая карбонизация,Да,"структура; состояние","газ вбивается кавитацией","возможные; мгновенные; коллективные","молекулярная кухня"
48,Использование жидкой дымовой эссенции,Да,"содержание; символы","ароматизация без копчения","возможные; мгновенные; коллективные","кулинария"
49,Энзимная трансглютаминация,Да,"структура; состояние","фермент связывает белки","возможные; постепенно; коллективные","молекулярная кухня"
50,Энзимное омыление жиров,Да,"структура; состояние","липазы модифицируют жиры","возможные; постепенно; коллективные","пищевая химия"
51,Энзимное разжижение крахмала,Да,"структура; состояние","амилазы гидролизуют крахмал","возможные; постепенно; коллективные","пищевая химия"
52,Энзимное осветление соков,Да,"содержание; структура","пектиназы убирают муть","возможные; постепенно; коллективные","кулинария"
53,Энзимное разложение белков,Да,"структура; состояние","протеазы изменяют текстуру","возможные; постепенно; коллективные","кулинария"
54,Ферментативная фиксация цвета,Да,"символы; состояние","ферменты сохраняют цвет продукта","возможные; постепенно; коллективные","кулинария"
55,Газовая хроматография ароматов,Да,"содержание; символы","выделение и анализ ароматов","возможные; постепенно; коллективные","молекулярная кухня"
56,Нанофильтрация,Да,"структура; содержание","фильтрация молекулярного уровня","возможные; постепенно; коллективные","пищевая химия"
57,Обратный осмос,Да,"структура; содержание","удаление растворённых веществ","возможные; постепенно; коллективные","пищевая химия"
58,Фракционная перегонка ароматов,Да,"содержание; состояние","поэтапное выделение летучих соединений","возможные; постепенно; коллективные","кулинария"
59,Газификация жидкостей N₂O,Да,"структура; состояние","вспенивание закисью азота","возможные; мгновенные; коллективные","молекулярная кухня"
60,Синтез ароматических эфиров,Нет,"содержание; символы","химическое создание запахов","необходимые; постепенно; коллективные","пищевая химия"
61,Криогенная карамелизация,Нет,"структура; состояние","карамелизация при сверхнизкой t с азотом","необходимые; мгновенные; коллективные","молекулярная кухня"
62,Инкапсуляция CO₂,Да,"структура; состояние","захват пузырьков газа в матрицу","возможные; мгновенные; коллективные","молекулярная кухня"
63,Микроинкапсуляция масел,Да,"структура; состояние","масла заключены в оболочку","возможные; постепенно; коллективные","пищевая химия"
64,Флэш-курение травами,Да,"содержание; символы","быстрое ароматизирование дымом трав","возможные; мгновенные; коллективные","кулинария"
65,Жидкие гели,Да,"структура; состояние","полужидкая текстура с тиксотропией","возможные; постепенно; коллективные","молекулярная кухня"
66,Аэрирование шоколада,Да,"структура; состояние","введение газа в расплавленный шоколад","возможные; мгновенные; коллективные","кондитерское дело"
67,Флэш-кристаллизация сахаров,Нет,"структура; состояние","мгновенное образование кристаллов","необходимые; мгновенные; коллективные","кулинария"
68,Крио-кристаллизация,Нет,"структура; состояние","кристаллизация воды при сверхнизкой t","необходимые; мгновенные; коллективные","кулинария"
69,Крио-дистилляция,Да,"содержание; состояние","разделение ароматов при низкой t","возможные; постепенно; коллективные","кулинария; химия"
70,Микропенообразование CO₂,Да,"структура; состояние","мелкие пузырьки углекислоты","возможные; мгновенные; коллективные","напитки; молекулярная кухня"
71,Суперохлаждение жидкостей,Нет,"состояние; тело/материя","охлаждение ниже точки замерзания без кристаллизации","необходимые; мгновенные; индивидуальные","кулинария; физика"
72,Флэш-пастеризация,Да,"состояние; тело/материя","кратковременный нагрев и охлаждение","возможные; мгновенные; коллективные","кулинария; пищевая промышленность"
73,Крио-муссы,Да,"структура; состояние","муссы, стабилизированные азотом","возможные; мгновенные; коллективные","молекулярная кухня"
74,Флэш-желе,Да,"структура; состояние","быстрое застывание гидроколлоидов","возможные; мгновенные; коллективные","кулинария"
75,Микропена CO₂,Да,"структура; состояние","ультрамелкие пузырьки для текстуры","возможные; мгновенные; коллективные","молекулярная кухня"
76,Сверхкритическая экстракция,Да,"содержание; состояние","CO₂ в сверхкритическом состоянии извлекает ароматы","возможные; постепенно; коллективные","пищевая химия"
77,Ферментативная дезаминизация,Да,"структура; состояние","удаление аминогрупп для изменения вкуса","возможные; постепенно; коллективные","молекулярная кухня"
78,Ферментативное осахаривание,Да,"структура; состояние","крахмал → сахара","возможные; постепенно; коллективные","пищевая химия; пивоварение"
79,Ферментативное омыление,Да,"структура; состояние","разложение жиров на глицерин и кислоты","возможные; постепенно; коллективные","пищевая химия"
80,Модификация крахмала,Да,"структура; состояние","физико-химическое изменение свойств","возможные; постепенно; коллективные","пищевая промышленность"
81,Флэш-дегидратация,Нет,"состояние; тело/материя","мгновенное удаление воды","необходимые; мгновенные; коллективные","кулинария"
82,Вакуумная карамелизация,Да,"структура; состояние","карамелизация при пониженном давлении","возможные; постепенно; коллективные","кулинария"
83,Флэш-вакуумная инфузия,Да,"структура; содержание","внедрение ароматов под низким давлением","возможные; мгновенные; коллективные","кулинария"
84,Порошкообразование ароматов,Да,"содержание; состояние","ароматы в пудре через мальтодекстрин","возможные; мгновенные; коллективные","молекулярная кухня"
85,Синтез умами-композиций,Нет,"содержание; символы","создание глутаматных комплексов","необходимые; постепенно; коллективные","пищевая химия"
86,Микрокристаллизация жиров,Да,"структура; состояние","контроль кристаллов масла/шоколада","возможные; постепенно; коллективные","кондитерское дело"
87,Полиморфизм какао-масла,Да,"структура; состояние","контроль форм кристаллов для текстуры","возможные; постепенно; коллективные","кондитерское дело"
88,Крио-пудры,Да,"состояние; структура","продукт превращается в пудру через азот","возможные; мгновенные; коллективные","молекулярная кухня"
89,Жидкие кристаллы жиров,Да,"структура; состояние","создание фаз между твёрдым и жидким","возможные; постепенно; коллективные","пищевая химия"
90,Газовая текстуризация,Да,"структура; состояние","использование газа для текстуры","возможные; мгновенные; коллективные","кулинария"
91,Флэш-флэмбирование,Нет,"структура; состояние","быстрое поджигание алкоголя","необходимые; мгновенные; коллективные","кулинария"
92,Инфракрасная карамелизация,Да,"структура; состояние","карамелизация через ИК-нагрев","возможные; мгновенные; коллективные","кулинария"
93,Плазменная стерилизация,Нет,"состояние; тело/материя","обработка плазмой для сохранности","необходимые; мгновенные; коллективные","пищевая промышленность"
94,Электроплазменное копчение,Да,"содержание; символы","ароматизация плазмой","возможные; мгновенные; коллективные","кулинария"
95,Магнитная левитация подачи,Условно,"символы; структура","подача на магнитном поле","возможные; мгновенные; индивидуальные","молекулярная кухня"
96,Ферментативное умягчение мяса,Да,"структура; состояние","папаин/бромелайн изменяют текстуру","возможные; постепенно; коллективные","кулинария"
97,Энзимное омоложение фруктов,Да,"структура; состояние","ферменты сохраняют свежесть","возможные; постепенно; коллективные","кулинария"
98,Дегазация жидкостей,Да,"структура; состояние","удаление газов для чистоты вкуса","возможные; мгновенные; коллективные","кулинария"
99,Газовая инфузия ароматов,Да,"содержание; состояние","введение летучих ароматов газом","возможные; мгновенные; коллективные","молекулярная кухня"
100,Вакуумное вспенивание шоколада,Да,"структура; состояние","создание пористости в шоколаде","возможные; мгновенные; коллективные","кондитерское дело"
101,Флэш-ферментация сахаров,Нет,"структура; состояние","ускоренное брожение","необходимые; мгновенные; коллективные","молекулярная кухня"
102,Ароматическая деконструкция,Условно,"содержание; символы","разделение аромата на компоненты","возможные; мгновенные; коллективные","кулинария"
103,Ароматическая реконструкция,Условно,"содержание; символы","сборка новых ароматов","возможные; постепенно; коллективные","молекулярная кухня"
104,Флэш-сублимация,Нет,"состояние; тело/материя","моментальное испарение льда","необходимые; мгновенные; коллективные","кулинария"
105,Наноструктурирование текстур,Да,"структура; состояние","создание новых структур на наноуровне","возможные; постепенно; коллективные","футурология; пищевая химия"
106,Использование центрифуги,Да,"структура; содержание","разделение фаз центробежной силой","возможные; мгновенные; коллективные","кулинария; химия"
107,Микрослоение вкусов,Условно,"структура; содержание","пошаговое наложение вкусов","возможные; постепенно; коллективные","молекулярная кухня"
108,Флэш-замораживание CO₂,Нет,"состояние; тело/материя","сухой лёд мгновенно замораживает","необходимые; мгновенные; коллективные","кулинария"
109,Ароматическая ингаляция,Да,"содержание; символы","вдыхание ароматов как подача","возможные; мгновенные; индивидуальные","молекулярная кухня"
110,Использование ароматических бумажек,Да,"содержание; символы","ароматные съедобные пластины","возможные; мгновенные; индивидуальные","молекулярная кухня"
111,Микросублимация сахаров,Нет,"структура; состояние","точечная сублимация сахара","необходимые; мгновенные; коллективные","кулинария"
112,Синтез ароматических липидов,Нет,"содержание; символы","создание липидных ароматов","необходимые; постепенно; коллективные","пищевая химия"
113,Энзимное выделение глутамата,Да,"содержание; структура","ферменты усиливают вкус умами","возможные; постепенно; коллективные","молекулярная кухня"
114,Флэш-ароматизация,Да,"содержание; символы","быстрое внедрение ароматов","возможные; мгновенные; коллективные","кулинария"
115,Гипердеконструкция,Условно,"структура; содержание","тотальное разделение блюда","возможные; мгновенные; коллективные","авангардная кухня"
116,Гиперреконструкция,Условно,"структура; содержание","сборка блюда в новой форме","возможные; мгновенные; коллективные","авангардная кухня"
117,Использование ароматического пара,Да,"содержание; символы","пар как носитель аромата","возможные; мгновенные; коллективные","молекулярная кухня"
118,Флэш-вакуумная дегазация,Да,"состояние; структура","удаление газов под вакуумом","возможные; мгновенные; коллективные","кулинария"
119,Использование ароматических масел в каплях,Да,"содержание; символы","капли масла как ароматический акцент","возможные; мгновенные; коллективные","молекулярная кухня"
120,Создание кулинарных голограмм,Условно,"символы; дискурс","визуальная проекция как подача","возможные; мгновенные; коллективные","футурология; молекулярная кухня"
