№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
43,детоксикация вещества,Да,функция,доктрина нейрона,коллективные; необходимые,Аналоги в других системах
44,ковалентное связывание— ингибиция,Нет,технология/инфраструктура,правило специфичности,цикличные; явные; мгновенные; возможные,Уникальный процесс
45,первичный проход через печень— ингибиция,Условно,память/наследие,законы диффузии,неформальные; коллективные; необходимые; явные,Аналоги в других системах
46,проникновение через ГЭБ— нарушение,Условно,значения,эвристика прогнозирования,возможные; неформальные,Схожие процессы существуют
47,модуляция ферментов цитохрома P450— активация,Условно,содержание,принцип конкурентного ингибирования,коллективные; мгновенные; возможные,Уникальный процесс
48,полусвод нейротрансмиттера— регуляция,Условно,поведение,доктрина нейрона,постепенные; возможные; институциональные; неформальные,Аналоги в других системах
49,полусвод нейротрансмиттера— нарушение,Нет,функция,законы электрофизиологии,экзогенные; индивидуальные; дискретные,Уникальный процесс
50,ингибиторы МАО— активация,Нет,пространство,закон сохранения энергии,институциональные; каскадные; континуальные,Уникальный процесс
51,ковалентное связывание— модуляция,Нет,нормы,принцип приспособления,эндогенные; постепенные; неформальные,Уникальный процесс
52,терапевтический эффект— нарушение,Да,поведение,законы электрофизиологии,явные; эндогенные,Уникальный процесс
53,зависимость— нарушение,Нет,символы,правило специфичности,явные; постепенные; континуальные,Уникальный процесс
54,проникновение через ГЭБ— регуляция,Условно,содержание,законы электрофизиологии,коллективные; дискретные; латентные,Уникальный процесс
55,блокирование рецептора антагонистом— модуляция,Да,нормы,правило специфичности,цикличные; эндогенные; постепенные; возможные,Аналоги в других системах
56,связывание с белками плазмы— модуляция,Нет,память/наследие,принцип пластичности,неформальные; индивидуальные; каскадные; континуальные,Схожие процессы существуют
57,ингибирование обратного захвата— модуляция,Нет,тело/материя,закон сохранения энергии,возможные; цикличные; дискретные,Уникальный процесс
58,полусвод нейротрансмиттера,Нет,время/ритм,гомеостаз,неформальные; дискретные,Аналоги в других системах
59,побочный эффект— нарушение,Да,дискурс,принцип Хебба,институциональные; индивидуальные,Уникальный процесс
60,действие барбитуратов— активация,Да,тело/материя,принцип Хебба,возможные; цикличные; континуальные; каскадные,Уникальный процесс
61,выведение препарата— модуляция,Да,пространство,законы диффузии,латентные; неформальные; мгновенные; явные,Аналоги в других системах
62,аллостерическая модуляция— модуляция,Условно,значения,принцип Хебба,экзогенные; эндогенные,Аналоги в других системах
63,зависимость— ингибиция,Нет,дискурс,правило специфичности,мгновенные; возможные; индивидуальные; континуальные,Схожие процессы существуют
64,полусвод нейротрансмиттера— ингибиция,Нет,институты,принцип приспособления,мгновенные; возможные; коллективные,Уникальный процесс
65,связывание с белками плазмы— активация,Условно,институты,принцип минимальной энергии,каскадные; эндогенные,Схожие процессы существуют
66,сопряжение в печени,Да,память/наследие,законы электрофизиологии,каскадные; индивидуальные,Схожие процессы существуют
67,реверсивное связывание,Да,значения,законы диффузии,континуальные; коллективные; явные; латентные,Аналоги в других системах
68,связывание с белками плазмы— нарушение,Нет,структура,законы электрофизиологии,экзогенные; индивидуальные; явные,Аналоги в других системах
69,побочный эффект— регуляция,Условно,поведение,принцип минимальной энергии,экзогенные; необходимые; неформальные; дискретные,Аналоги в других системах
70,распределение по тканям— нарушение,Да,состояние,правило специфичности,цикличные; эндогенные; дискретные,Аналоги в других системах
71,ковалентное связывание— активация,Нет,символы,эвристика обратной связи,мгновенные; экзогенные; индивидуальные; необходимые,Уникальный процесс
72,блокада кальциевых каналов— регуляция,Нет,пространство,принцип Хебба,континуальные; явные; экзогенные; цикличные,Аналоги в других системах
73,фармакодинамика— активация,Нет,пространство,принцип приспособления,явные; индивидуальные; дискретные,Аналоги в других системах
74,ингибирование обратного захвата— нарушение,Нет,тело/материя,закон сохранения энергии,неформальные; дискретные; континуальные; эндогенные,Уникальный процесс
75,распределение по тканям— ингибиция,Условно,дискурс,правило специфичности,необходимые; возможные; коллективные,Схожие процессы существуют
76,выведение препарата,Нет,отношения,принцип минимальной энергии,неформальные; континуальные; цикличные,Уникальный процесс
77,терапевтический эффект— ингибиция,Условно,поведение,эвристика обратной связи,неформальные; континуальные; возможные; дискретные,Аналоги в других системах
78,ингибиторы МАО— регуляция,Да,пространство,принцип минимальной энергии,мгновенные; эндогенные,Аналоги в других системах
79,детоксикация вещества— регуляция,Условно,память/наследие,принцип Хебба,эндогенные; постепенные; дискретные; неформальные,Аналоги в других системах
80,сопряжение в печени— модуляция,Условно,содержание,эвристика стохастического резонанса,латентные; цикличные; каскадные; неформальные,Схожие процессы существуют
81,снятие блокады,Нет,идентичность/границы,закон химической кинетики,мгновенные; цикличные,Уникальный процесс
82,активация рецептора агонистом— модуляция,Условно,нормы,принцип приспособления,возможные; эндогенные; континуальные; явные,Аналоги в других системах
83,сигналинг через вторичные мессенджеры— модуляция,Условно,состояние,гомеостаз,явные; каскадные; эндогенные; коллективные,Уникальный процесс
84,сигналинг через вторичные мессенджеры— нарушение,Да,функция,закон химической кинетики,возможные; дискретные; необходимые; эндогенные,Схожие процессы существуют
85,метаболизм препарата— модуляция,Нет,отношения,эвристика прогнозирования,необходимые; возможные; латентные; дискретные,Схожие процессы существуют
86,неконкурентное ингибирование— регуляция,Условно,дискурс,принцип пластичности,мгновенные; континуальные; латентные; институциональные,Уникальный процесс
87,первичный проход через печень— активация,Условно,функция,принцип Хебба,эндогенные; дискретные; коллективные,Уникальный процесс
88,биодоступность препарата— регуляция,Да,время/ритм,эвристика прогнозирования,континуальные; институциональные,Аналоги в других системах
89,снижение эффекта— нарушение,Нет,нормы,правило специфичности,коллективные; эндогенные,Схожие процессы существуют
90,терапевтический эффект,Условно,структура,гомеостаз,неформальные; возможные; латентные,Уникальный процесс
91,конкурентное ингибирование— активация,Нет,состояние,эвристика обратной связи,мгновенные; коллективные,Аналоги в других системах
92,реверсивное связывание— активация,Нет,время/ритм,эвристика стохастического резонанса,индивидуальные; возможные,Уникальный процесс
93,активный метаболит— модуляция,Условно,нормы,законы диффузии,институциональные; постепенные,Схожие процессы существуют
94,неконкурентное ингибирование— нарушение,Да,нормы,законы диффузии,мгновенные; институциональные,Уникальный процесс
95,ингибиторы обратного захвата серотонина,Да,время/ритм,правило специфичности,институциональные; коллективные; явные,Схожие процессы существуют
96,модуляция ферментов цитохрома P450— нарушение,Условно,содержание,правило специфичности,явные; латентные,Аналоги в других системах
97,связывание с белками плазмы— ингибиция,Да,символы,законы диффузии,возможные; явные,Аналоги в других системах
98,блокада кальциевых каналов— нарушение,Да,структура,принцип пластичности,континуальные; латентные; неформальные,Уникальный процесс
99,снижение эффекта,Условно,технология/инфраструктура,принцип минимальной энергии,возможные; эндогенные; континуальные,Аналоги в других системах
100,сигналинг через вторичные мессенджеры,Нет,институты,закон сохранения энергии,цикличные; постепенные,Аналоги в других системах
101,фармакодинамика— регуляция,Условно,структура,принцип минимальной энергии,цикличные; каскадные; неформальные,Аналоги в других системах
102,активный метаболит— нарушение,Условно,пространство,принцип минимальной энергии,коллективные; дискретные,Аналоги в других системах
103,распределение по тканям— регуляция,Условно,отношения,принцип конкурентного ингибирования,постепенные; цикличные; мгновенные,Аналоги в других системах
104,подавление ферментов— модуляция,Нет,состояние,законы электрофизиологии,цикличные; каскадные; институциональные; латентные,Схожие процессы существуют
105,действие бензодиазепинов— модуляция,Условно,нормы,принцип приспособления,индивидуальные; дискретные; институциональные,Аналоги в других системах
106,фармакокинетика— ингибиция,Нет,нормы,законы диффузии,континуальные; возможные,Аналоги в других системах
107,связывание препарата с рецептором— активация,Да,идентичность/границы,эвристика обратной связи,дискретные; латентные,Схожие процессы существуют
108,индукция ферментов— регуляция,Нет,экономика/обмен,принцип конкурентного ингибирования,индивидуальные; явные,Схожие процессы существуют
109,активация натриевых каналов— ингибиция,Нет,функция,принцип конкурентного ингибирования,институциональные; неформальные; дискретные,Аналоги в других системах
110,выведение препарата— нарушение,Да,идентичность/границы,принцип пластичности,континуальные; эндогенные,Схожие процессы существуют
111,побочный эффект— активация,Нет,память/наследие,эвристика стохастического резонанса,мгновенные; явные,Аналоги в других системах
112,подавление ферментов— активация,Нет,нормы,закон сохранения энергии,явные; неформальные; континуальные,Схожие процессы существуют
113,модуляция ферментов цитохрома P450— ингибиция,Нет,дискурс,доктрина нейрона,цикличные; постепенные; явные; дискретные,Схожие процессы существуют
114,снятие блокады— активация,Нет,состояние,гомеостаз,индивидуальные; постепенные; континуальные; мгновенные,Уникальный процесс
115,фармакокинетика,Условно,состояние,законы электрофизиологии,постепенные; индивидуальные; неформальные,Схожие процессы существуют
116,ковалентное связывание,Да,память/наследие,гомеостаз,институциональные; возможные,Аналоги в других системах
117,проникновение через ГЭБ— активация,Условно,идентичность/границы,принцип конкурентного ингибирования,необходимые; каскадные; латентные,Аналоги в других системах
118,активация рецептора агонистом— активация,Да,институты,принцип конкурентного ингибирования,латентные; неформальные; постепенные,Схожие процессы существуют
119,связывание с белками плазмы— регуляция,Условно,пространство,законы диффузии,индивидуальные; необходимые,Уникальный процесс
120,неконкурентное ингибирование— ингибиция,Нет,функция,эвристика стохастического резонанса,необходимые; институциональные; индивидуальные,Уникальный процесс
121,неконкурентное ингибирование— модуляция,Условно,функция,эвристика прогнозирования,каскадные; индивидуальные; экзогенные,Уникальный процесс
122,реверсивное связывание— модуляция,Нет,тело/материя,принцип конкурентного ингибирования,постепенные; необходимые; цикличные,Аналоги в других системах
123,ингибирование обратного захвата,Условно,функция,принцип минимальной энергии,дискретные; экзогенные,Уникальный процесс
124,действие барбитуратов,Нет,функция,гомеостаз,коллективные; возможные; эндогенные,Уникальный процесс
125,действие бензодиазепинов— активация,Условно,дискурс,закон сохранения энергии,коллективные; необходимые; мгновенные; неформальные,Уникальный процесс
126,потенцирование эффекта— регуляция,Да,функция,доктрина нейрона,каскадные; континуальные,Уникальный процесс
127,фармакодинамика— ингибиция,Нет,отношения,гомеостаз,континуальные; цикличные; экзогенные,Уникальный процесс
128,ингибиторы обратного захвата серотонина— модуляция,Нет,состояние,законы диффузии,необходимые; явные,Уникальный процесс
129,активация натриевых каналов— регуляция,Да,значения,закон химической кинетики,возможные; коллективные; неформальные,Уникальный процесс
130,сопряжение в печени— нарушение,Условно,структура,принцип минимальной энергии,индивидуальные; институциональные,Схожие процессы существуют
131,индукция ферментов— ингибиция,Условно,символы,законы диффузии,постепенные; дискретные,Аналоги в других системах
132,выведение препарата— активация,Нет,нормы,эвристика прогнозирования,эндогенные; институциональные; индивидуальные,Уникальный процесс
133,снятие блокады— ингибиция,Условно,пространство,закон сохранения энергии,эндогенные; индивидуальные; явные,Уникальный процесс
134,индукция ферментов— нарушение,Условно,время/ритм,доктрина нейрона,экзогенные; континуальные; явные; коллективные,Схожие процессы существуют
135,активный метаболит— регуляция,Нет,идентичность/границы,эвристика стохастического резонанса,латентные; возможные; постепенные; неформальные,Аналоги в других системах
136,действие барбитуратов— нарушение,Нет,пространство,эвристика прогнозирования,дискретные; явные; необходимые; институциональные,Аналоги в других системах
137,ингибиторы обратного захвата норадреналина— нарушение,Нет,память/наследие,гомеостаз,цикличные; мгновенные; постепенные; возможные,Аналоги в других системах
138,биодоступность препарата— ингибиция,Условно,технология/инфраструктура,законы диффузии,необходимые; возможные; институциональные; латентные,Аналоги в других системах
139,ингибиторы ацетилхолинэстеразы— нарушение,Условно,нормы,принцип конкурентного ингибирования,индивидуальные; возможные,Схожие процессы существуют
140,действие барбитуратов— ингибиция,Условно,экономика/обмен,принцип конкурентного ингибирования,экзогенные; необходимые; институциональные,Уникальный процесс
141,действие бензодиазепинов— регуляция,Условно,память/наследие,закон химической кинетики,эндогенные; необходимые,Уникальный процесс
142,ингибирование обратного захвата— ингибиция,Условно,структура,правило специфичности,континуальные; индивидуальные; дискретные; постепенные,Уникальный процесс
143,конкурентное ингибирование,Да,поведение,эвристика прогнозирования,индивидуальные; континуальные; возможные; цикличные,Уникальный процесс
144,ингибиторы МАО,Условно,значения,эвристика обратной связи,мгновенные; институциональные,Уникальный процесс
145,биодоступность препарата,Нет,символы,эвристика обратной связи,неформальные; эндогенные; дискретные,Уникальный процесс
146,индукция ферментов— активация,Нет,символы,закон химической кинетики,континуальные; эндогенные; коллективные; институциональные,Аналоги в других системах
147,блокирование рецептора антагонистом— нарушение,Да,экономика/обмен,принцип минимальной энергии,латентные; явные; эндогенные,Аналоги в других системах
148,ингибиторы обратного захвата серотонина— регуляция,Нет,отношения,закон сохранения энергии,явные; коллективные,Аналоги в других системах
149,ингибиторы обратного захвата серотонина— активация,Условно,поведение,принцип пластичности,коллективные; цикличные; мгновенные,Схожие процессы существуют
150,снижение эффекта— регуляция,Условно,память/наследие,эвристика обратной связи,континуальные; возможные; необходимые; явные,Аналоги в других системах
151,распределение по тканям— активация,Условно,символы,принцип пластичности,дискретные; каскадные,Аналоги в других системах
152,ингибиторы ацетилхолинэстеразы— модуляция,Условно,нормы,принцип приспособления,латентные; институциональные,Схожие процессы существуют
153,активный метаболит— ингибиция,Условно,технология/инфраструктура,принцип приспособления,индивидуальные; институциональные; мгновенные; латентные,Аналоги в других системах
154,конкурентное ингибирование— модуляция,Нет,поведение,закон химической кинетики,дискретные; континуальные; экзогенные,Аналоги в других системах
155,аллостерическая модуляция— регуляция,Да,нормы,эвристика обратной связи,экзогенные; цикличные,Схожие процессы существуют
156,ингибиторы ацетилхолинэстеразы— ингибиция,Да,институты,эвристика прогнозирования,мгновенные; каскадные; цикличные; латентные,Аналоги в других системах
157,полусвод нейротрансмиттера— активация,Да,нормы,эвристика обратной связи,каскадные; индивидуальные; мгновенные,Аналоги в других системах
158,подавление ферментов— нарушение,Условно,экономика/обмен,принцип минимальной энергии,явные; цикличные; коллективные,Аналоги в других системах
159,снижение эффекта— ингибиция,Нет,функция,доктрина нейрона,необходимые; индивидуальные; неформальные,Схожие процессы существуют
160,деградация нейромедиатора— регуляция,Нет,отношения,гомеостаз,необходимые; постепенные; неформальные; институциональные,Аналоги в других системах
161,аллостерическая модуляция,Нет,институты,эвристика стохастического резонанса,индивидуальные; неформальные,Аналоги в других системах
162,неактивный метаболит,Условно,отношения,гомеостаз,континуальные; неформальные,Уникальный процесс
163,блокада кальциевых каналов— модуляция,Да,институты,правило специфичности,латентные; институциональные,Аналоги в других системах
164,зависимость— активация,Нет,символы,правило специфичности,каскадные; экзогенные; явные,Схожие процессы существуют
165,ингибиторы обратного захвата серотонина— ингибиция,Да,поведение,принцип пластичности,экзогенные; эндогенные,Уникальный процесс
166,связывание препарата с рецептором,Да,тело/материя,принцип Хебба,неформальные; явные; индивидуальные,Аналоги в других системах
167,неконкурентное ингибирование— активация,Условно,символы,гомеостаз,эндогенные; постепенные,Аналоги в других системах
168,фармакодинамика— модуляция,Да,идентичность/границы,закон химической кинетики,эндогенные; экзогенные,Аналоги в других системах
169,переносимость— нарушение,Да,отношения,принцип конкурентного ингибирования,явные; неформальные; возможные; дискретные,Схожие процессы существуют
170,сопряжение в печени— ингибиция,Условно,память/наследие,законы диффузии,латентные; дискретные,Аналоги в других системах
171,модуляция ферментов цитохрома P450— модуляция,Условно,дискурс,эвристика прогнозирования,экзогенные; индивидуальные; постепенные; неформальные,Схожие процессы существуют
172,блокирование рецептора антагонистом— ингибиция,Нет,тело/материя,доктрина нейрона,мгновенные; каскадные; явные,Уникальный процесс
173,проникновение через ГЭБ,Условно,идентичность/границы,доктрина нейрона,каскадные; постепенные; возможные,Схожие процессы существуют
174,деградация нейромедиатора— модуляция,Условно,отношения,эвристика прогнозирования,каскадные; континуальные,Уникальный процесс
175,активация рецептора агонистом,Да,идентичность/границы,законы диффузии,явные; континуальные; возможные,Схожие процессы существуют
176,биодоступность препарата— нарушение,Да,нормы,закон химической кинетики,экзогенные; цикличные; каскадные,Уникальный процесс
177,ингибирование обратного захвата— активация,Да,пространство,правило специфичности,мгновенные; институциональные,Аналоги в других системах
178,конкурентное ингибирование— регуляция,Условно,функция,эвристика прогнозирования,континуальные; неформальные; цикличные; экзогенные,Аналоги в других системах
179,переносимость— активация,Условно,пространство,доктрина нейрона,эндогенные; коллективные,Уникальный процесс
180,модуляция ферментов цитохрома P450— регуляция,Нет,институты,закон сохранения энергии,постепенные; латентные; каскадные,Аналоги в других системах
181,ингибиторы МАО— нарушение,Нет,технология/инфраструктура,принцип минимальной энергии,цикличные; экзогенные; континуальные,Уникальный процесс
182,первичный проход через печень— модуляция,Да,содержание,правило специфичности,дискретные; индивидуальные; необходимые; мгновенные,Уникальный процесс
183,действие бензодиазепинов— нарушение,Да,технология/инфраструктура,эвристика обратной связи,необходимые; каскадные; эндогенные,Аналоги в других системах
184,ингибиторы обратного захвата норадреналина— ингибиция,Условно,тело/материя,эвристика стохастического резонанса,латентные; эндогенные,Уникальный процесс
185,неактивный метаболит— модуляция,Нет,отношения,законы электрофизиологии,континуальные; дискретные; индивидуальные,Аналоги в других системах
186,конкурентное ингибирование— ингибиция,Да,символы,принцип приспособления,каскадные; латентные,Уникальный процесс
187,ингибирование обратного захвата— регуляция,Условно,тело/материя,эвристика обратной связи,необходимые; континуальные; постепенные,Уникальный процесс
188,активация рецептора агонистом— регуляция,Нет,состояние,закон сохранения энергии,латентные; возможные; постепенные; экзогенные,Аналоги в других системах
189,снижение эффекта— модуляция,Да,отношения,закон сохранения энергии,коллективные; мгновенные; возможные; континуальные,Аналоги в других системах
190,деградация нейромедиатора— активация,Условно,память/наследие,закон сохранения энергии,неформальные; институциональные,Уникальный процесс
191,деградация нейромедиатора,Да,состояние,принцип Хебба,латентные; эндогенные,Схожие процессы существуют
192,сопряжение в печени— активация,Да,значения,принцип приспособления,каскадные; институциональные,Аналоги в других системах
193,модуляция ферментов цитохрома P450,Нет,нормы,эвристика обратной связи,экзогенные; эндогенные,Уникальный процесс
194,блокада кальциевых каналов,Да,символы,принцип Хебба,цикличные; эндогенные,Схожие процессы существуют
195,связывание с белками плазмы,Нет,нормы,эвристика обратной связи,дискретные; каскадные; возможные; цикличные,Схожие процессы существуют
196,связывание препарата с рецептором— нарушение,Нет,символы,правило специфичности,мгновенные; цикличные,Уникальный процесс
197,действие бензодиазепинов,Нет,идентичность/границы,законы диффузии,каскадные; возможные; постепенные,Аналоги в других системах
198,активация натриевых каналов— модуляция,Да,экономика/обмен,закон сохранения энергии,необходимые; мгновенные; неформальные; экзогенные,Аналоги в других системах
199,распределение по тканям— модуляция,Да,технология/инфраструктура,гомеостаз,эндогенные; дискретные; континуальные; возможные,Аналоги в других системах
200,толерантность— активация,Условно,нормы,законы диффузии,институциональные; дискретные; неформальные; индивидуальные,Аналоги в других системах
