№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
23,network via professional platforms,Да,технология/инфраструктура,коннективность и прозрачность,мгновенный/коллективный/технологический,уникален для цифровой дипломатии
24,update official websites,Да,отношения,коннективность и прозрачность,мгновенный/коллективный/технологический,уникален для цифровой дипломатии
25,maintain digital archives,Да,технология/инфраструктура,коннективность и прозрачность,мгновенный/коллективный/технологический,уникален для цифровой дипломатии
26,conduct online petitions and campaigns,Да,технология/инфраструктура,коннективность и прозрачность,мгновенный/коллективный/технологический,уникален для цифровой дипломатии
27,send email newsletters,Да,отношения,коннективность и прозрачность,мгновенный/коллективный/технологический,уникален для цифровой дипломатии
28,conduct online surveys,Да,технология/инфраструктура,коннективность и прозрачность,мгновенный/коллективный/технологический,уникален для цифровой дипломатии
29,build digital diplomacy dashboards,Да,технология/инфраструктура,коннективность и прозрачность,мгновенный/коллективный/технологический,уникален для цифровой дипломатии
30,coordinate digital crisis communication,Да,технология/инфраструктура,коннективность и прозрачность,мгновенный/коллективный/технологический,уникален для цифровой дипломатии
31,produce podcasts,Да,дискурс,коннективность и прозрачность,мгновенный/коллективный/технологический,уникален для цифровой дипломатии
32,publish blogs,Да,дискурс,коннективность и прозрачность,мгновенный/коллективный/технологический,уникален для цифровой дипломатии
33,deploy virtual diplomats (avatars),Да,отношения,коннективность и прозрачность,мгновенный/коллективный/технологический,уникален для цифровой дипломатии
34,use virtual reality for presentations,Да,отношения,коннективность и прозрачность,мгновенный/коллективный/технологический,уникален для цифровой дипломатии
35,offer mobile consular services via apps,Да,технология/инфраструктура,коннективность и прозрачность,мгновенный/коллективный/технологический,уникален для цифровой дипломатии
36,deploy chatbots for consular queries,Да,отношения,коннективность и прозрачность,мгновенный/коллективный/технологический,уникален для цифровой дипломатии
37,process consular payments digitally,Да,технология/инфраструктура,коннективность и прозрачность,мгновенный/коллективный/технологический,уникален для цифровой дипломатии
38,schedule appointments online,Да,технология/инфраструктура,коннективность и прозрачность,мгновенный/коллективный/технологический,уникален для цифровой дипломатии
39,verify identity electronically,Да,отношения,коннективность и прозрачность,мгновенный/коллективный/технологический,уникален для цифровой дипломатии
40,apply digital visas,Да,технология/инфраструктура,коннективность и прозрачность,мгновенный/коллективный/технологический,уникален для цифровой дипломатии
41,use big data for trend analysis,Да,технология/инфраструктура,коннективность и прозрачность,мгновенный/коллективный/технологический,уникален для цифровой дипломатии
42,promote campaigns with hashtags,Да,отношения,коннективность и прозрачность,мгновенный/коллективный/технологический,уникален для цифровой дипломатии
43,use geotargeted advertising,Да,отношения,коннективность и прозрачность,мгновенный/коллективный/технологический,уникален для цифровой дипломатии
44,conduct social media listening,Да,дискурс,коннективность и прозрачность,мгновенный/коллективный/технологический,уникален для цифровой дипломатии
45,maintain 24/7 digital presence,Да,технология/инфраструктура,коннективность и прозрачность,мгновенный/коллективный/технологический,уникален для цифровой дипломатии
46,develop digital training modules,Да,технология/инфраструктура,коннективность и прозрачность,мгновенный/коллективный/технологический,уникален для цифровой дипломатии
47,participate in digital diplomacy networks,Да,технология/инфраструктура,коннективность и прозрачность,мгновенный/коллективный/технологический,уникален для цифровой дипломатии
48,create interactive digital storytelling,Да,технология/инфраструктура,коннективность и прозрачность,мгновенный/коллективный/технологический,уникален для цифровой дипломатии
49,use AI to target messages,Да,отношения,коннективность и прозрачность,мгновенный/коллективный/технологический,уникален для цифровой дипломатии
50,use machine translation in real time,Да,отношения,коннективность и прозрачность,мгновенный/коллективный/технологический,уникален для цифровой дипломатии
51,collaborate on virtual whiteboards,Да,отношения,коннективность и прозрачность,мгновенный/коллективный/технологический,уникален для цифровой дипломатии
52,provide remote interpretation services,Да,отношения,коннективность и прозрачность,мгновенный/коллективный/технологический,уникален для цифровой дипломатии
53,map crises digitally,Да,технология/инфраструктура,коннективность и прозрачность,мгновенный/коллективный/технологический,уникален для цифровой дипломатии
54,host online hackathons,Да,технология/инфраструктура,коннективность и прозрачность,мгновенный/коллективный/технологический,уникален для цифровой дипломатии
55,train staff in cybersecurity,Да,технология/инфраструктура,коннективность и прозрачность,мгновенный/коллективный/технологический,уникален для цифровой дипломатии
56,manage digital identities,Да,технология/инфраструктура,коннективность и прозрачность,мгновенный/коллективный/технологический,уникален для цифровой дипломатии
57,operate certificate authorities,Да,отношения,коннективность и прозрачность,мгновенный/коллективный/технологический,уникален для цифровой дипломатии
58,run anti-disinformation campaigns,Да,отношения,коннективность и прозрачность,мгновенный/коллективный/технологический,уникален для цифровой дипломатии
59,target diaspora via digital channels,Да,технология/инфраструктура,коннективность и прозрачность,мгновенный/коллективный/технологический,уникален для цифровой дипломатии
60,run virtual consulates,Да,отношения,коннективность и прозрачность,мгновенный/коллективный/технологический,уникален для цифровой дипломатии
61,schedule online meetings,Да,технология/инфраструктура,коннективность и прозрачность,мгновенный/коллективный/технологический,уникален для цифровой дипломатии
62,stream live events,Да,дискурс,коннективность и прозрачность,мгновенный/коллективный/технологический,уникален для цифровой дипломатии
63,raise funds through digital platforms,Да,технология/инфраструктура,коннективность и прозрачность,мгновенный/коллективный/технологический,уникален для цифровой дипломатии
64,collect digital evidence,Да,технология/инфраструктура,коннективность и прозрачность,мгновенный/коллективный/технологический,уникален для цифровой дипломатии
65,conduct social listening for early warning,Да,дискурс,коннективность и прозрачность,мгновенный/коллективный/технологический,уникален для цифровой дипломатии
66,translate content automatically,Да,отношения,коннективность и прозрачность,мгновенный/коллективный/технологический,уникален для цифровой дипломатии
67,archive digital interactions,Да,технология/инфраструктура,коннективность и прозрачность,мгновенный/коллективный/технологический,уникален для цифровой дипломатии
68,assist travellers through mobile apps,Да,технология/инфраструктура,коннективность и прозрачность,мгновенный/коллективный/технологический,уникален для цифровой дипломатии
69,replace lost passports digitally,Да,технология/инфраструктура,коннективность и прозрачность,мгновенный/коллективный/технологический,уникален для цифровой дипломатии
70,track diplomatic interactions online,Да,технология/инфраструктура,коннективность и прозрачность,мгновенный/коллективный/технологический,уникален для цифровой дипломатии
71,publish open data for transparency,Да,технология/инфраструктура,коннективность и прозрачность,мгновенный/коллективный/технологический,уникален для цифровой дипломатии
72,use open source intelligence,Да,отношения,коннективность и прозрачность,мгновенный/коллективный/технологический,уникален для цифровой дипломатии
73,collaborate with technology companies,Да,отношения,коннективность и прозрачность,мгновенный/коллективный/технологический,уникален для цифровой дипломатии
74,assess digital risks,Да,технология/инфраструктура,коннективность и прозрачность,мгновенный/коллективный/технологический,уникален для цифровой дипломатии
75,digitally represent cultural heritage,Да,технология/инфраструктура,коннективность и прозрачность,мгновенный/коллективный/технологический,уникален для цифровой дипломатии
76,run microtargeted campaigns,Да,отношения,коннективность и прозрачность,мгновенный/коллективный/технологический,уникален для цифровой дипломатии
