№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
35,пирсинг,Условно,тело/обряды/символы,сакрализация/профанизация/контроль,цикличные/сезонные; коллективные,Аналоги: антропология религии—обряд; этнография—тело; психология—символизм
36,обрезание,Условно,тело/обряды/символы,сакрализация/профанизация/контроль,цикличные/сезонные; коллективные,Аналоги: антропология религии—обряд; этнография—тело; психология—символизм
37,телесная аскеза,Условно,тело/обряды/символы,сакрализация/профанизация/контроль,цикличные/сезонные; коллективные,Аналоги: антропология религии—обряд; этнография—тело; психология—символизм
38,ритуальная боль,Условно,тело/обряды/символы,сакрализация/профанизация/контроль,цикличные/сезонные; коллективные,Аналоги: антропология религии—обряд; этнография—тело; психология—символизм
39,символическая терапия тела,Условно,тело/обряды/символы,сакрализация/профанизация/контроль,цикличные/сезонные; коллективные,Аналоги: антропология религии—обряд; этнография—тело; психология—символизм
40,телесное очищение,Условно,тело/обряды/символы,сакрализация/профанизация/контроль,цикличные/сезонные; коллективные,Аналоги: антропология религии—обряд; этнография—тело; психология—символизм
41,фармацевтизация,Условно,лекарства/субстанции/биохимия,фармацевтизация/коммодификация/капитализация,институциональные; рыночные; индивидуальные,Аналоги: экономика—товаризация; химия—синтез; политика—регулирование
42,коммодификация лекарства,Условно,лекарства/субстанции/биохимия,фармацевтизация/коммодификация/капитализация,институциональные; рыночные; индивидуальные,Аналоги: экономика—товаризация; химия—синтез; политика—регулирование
43,генерикализация,Условно,лекарства/субстанции/биохимия,фармацевтизация/коммодификация/капитализация,институциональные; рыночные; индивидуальные,Аналоги: экономика—товаризация; химия—синтез; политика—регулирование
44,брендирование лекарства,Условно,лекарства/субстанции/биохимия,фармацевтизация/коммодификация/капитализация,институциональные; рыночные; индивидуальные,Аналоги: экономика—товаризация; химия—синтез; политика—регулирование
45,подпольная фармакология,Условно,лекарства/субстанции/биохимия,фармацевтизация/коммодификация/капитализация,институциональные; рыночные; индивидуальные,Аналоги: экономика—товаризация; химия—синтез; политика—регулирование
46,традиционные препараты,Условно,лекарства/субстанции/биохимия,фармацевтизация/коммодификация/капитализация,институциональные; рыночные; индивидуальные,Аналоги: экономика—товаризация; химия—синтез; политика—регулирование
47,растительные препараты,Условно,лекарства/субстанции/биохимия,фармацевтизация/коммодификация/капитализация,институциональные; рыночные; индивидуальные,Аналоги: экономика—товаризация; химия—синтез; политика—регулирование
48,алхимизация веществ,Условно,лекарства/субстанции/биохимия,фармацевтизация/коммодификация/капитализация,институциональные; рыночные; индивидуальные,Аналоги: экономика—товаризация; химия—синтез; политика—регулирование
49,фармакопеизация,Условно,лекарства/субстанции/биохимия,фармацевтизация/коммодификация/капитализация,институциональные; рыночные; индивидуальные,Аналоги: экономика—товаризация; химия—синтез; политика—регулирование
50,клиническая апробация,Условно,лекарства/субстанции/биохимия,фармацевтизация/коммодификация/капитализация,институциональные; рыночные; индивидуальные,Аналоги: экономика—товаризация; химия—синтез; политика—регулирование
51,санитаризация,Условно,население/здоровье/инфраструктура,профилактика/регуляция/коллективная устойчивость,институциональные; профилактические; массовые,Аналоги: эпидемиология—профилактика; социология—социальное здоровье; политика—здравоохранение
52,гигиенизация,Условно,население/здоровье/инфраструктура,профилактика/регуляция/коллективная устойчивость,институциональные; профилактические; массовые,Аналоги: эпидемиология—профилактика; социология—социальное здоровье; политика—здравоохранение
53,вакцинация,Условно,население/здоровье/инфраструктура,профилактика/регуляция/коллективная устойчивость,институциональные; профилактические; массовые,Аналоги: эпидемиология—профилактика; социология—социальное здоровье; политика—здравоохранение
54,девакцинация,Условно,население/здоровье/инфраструктура,профилактика/регуляция/коллективная устойчивость,институциональные; профилактические; массовые,Аналоги: эпидемиология—профилактика; социология—социальное здоровье; политика—здравоохранение
55,кампании здравоохранения,Условно,население/здоровье/инфраструктура,профилактика/регуляция/коллективная устойчивость,институциональные; профилактические; массовые,Аналоги: эпидемиология—профилактика; социология—социальное здоровье; политика—здравоохранение
56,пропаганда здоровья,Условно,население/здоровье/инфраструктура,профилактика/регуляция/коллективная устойчивость,институциональные; профилактические; массовые,Аналоги: эпидемиология—профилактика; социология—социальное здоровье; политика—здравоохранение
57,эпидемиологический контроль,Условно,население/здоровье/инфраструктура,профилактика/регуляция/коллективная устойчивость,институциональные; профилактические; массовые,Аналоги: эпидемиология—профилактика; социология—социальное здоровье; политика—здравоохранение
58,карантинизация,Условно,население/здоровье/инфраструктура,профилактика/регуляция/коллективная устойчивость,институциональные; профилактические; массовые,Аналоги: эпидемиология—профилактика; социология—социальное здоровье; политика—здравоохранение
59,массовые профилактики,Условно,население/здоровье/инфраструктура,профилактика/регуляция/коллективная устойчивость,институциональные; профилактические; массовые,Аналоги: эпидемиология—профилактика; социология—социальное здоровье; политика—здравоохранение
60,популяционная иммунизация,Условно,население/здоровье/инфраструктура,профилактика/регуляция/коллективная устойчивость,институциональные; профилактические; массовые,Аналоги: эпидемиология—профилактика; социология—социальное здоровье; политика—здравоохранение
61,глобализация эпидемий,Условно,транснациональные практики/болезни/здоровье,глобализация/неравенство/адаптация,транснациональные; институциональные; дискурсивные,Аналоги: экономика—глобализация; политология—мировая система; социология—транснациональные сети
62,транснационализация медицины,Условно,транснациональные практики/болезни/здоровье,глобализация/неравенство/адаптация,транснациональные; институциональные; дискурсивные,Аналоги: экономика—глобализация; политология—мировая система; социология—транснациональные сети
63,неравенство доступа,Условно,транснациональные практики/болезни/здоровье,глобализация/неравенство/адаптация,транснациональные; институциональные; дискурсивные,Аналоги: экономика—глобализация; политология—мировая система; социология—транснациональные сети
64,глобальная вакцинация,Условно,транснациональные практики/болезни/здоровье,глобализация/неравенство/адаптация,транснациональные; институциональные; дискурсивные,Аналоги: экономика—глобализация; политология—мировая система; социология—транснациональные сети
65,фармакоколониализм,Условно,транснациональные практики/болезни/здоровье,глобализация/неравенство/адаптация,транснациональные; институциональные; дискурсивные,Аналоги: экономика—глобализация; политология—мировая система; социология—транснациональные сети
66,глобальное здоровье как идеология,Условно,транснациональные практики/болезни/здоровье,глобализация/неравенство/адаптация,транснациональные; институциональные; дискурсивные,Аналоги: экономика—глобализация; политология—мировая система; социология—транснациональные сети
67,интернационализация врачей,Условно,транснациональные практики/болезни/здоровье,глобализация/неравенство/адаптация,транснациональные; институциональные; дискурсивные,Аналоги: экономика—глобализация; политология—мировая система; социология—транснациональные сети
68,NGO-изация медицины,Условно,транснациональные практики/болезни/здоровье,глобализация/неравенство/адаптация,транснациональные; институциональные; дискурсивные,Аналоги: экономика—глобализация; политология—мировая система; социология—транснациональные сети
69,цифровизация здоровья,Условно,транснациональные практики/болезни/здоровье,глобализация/неравенство/адаптация,транснациональные; институциональные; дискурсивные,Аналоги: экономика—глобализация; политология—мировая система; социология—транснациональные сети
70,глобальное биоэтическое регулирование,Условно,транснациональные практики/болезни/здоровье,глобализация/неравенство/адаптация,транснациональные; институциональные; дискурсивные,Аналоги: экономика—глобализация; политология—мировая система; социология—транснациональные сети
71,биовласть,Условно,нормы/этика/контроль,биовласть/этика/регуляция,институциональные; дискурсивные; коллективные,Аналоги: философия—биоэтика; политика—биополитика; право—регулирование
72,биополитизация,Условно,нормы/этика/контроль,биовласть/этика/регуляция,институциональные; дискурсивные; коллективные,Аналоги: философия—биоэтика; политика—биополитика; право—регулирование
73,этика заботы,Условно,нормы/этика/контроль,биовласть/этика/регуляция,институциональные; дискурсивные; коллективные,Аналоги: философия—биоэтика; политика—биополитика; право—регулирование
74,право на тело,Условно,нормы/этика/контроль,биовласть/этика/регуляция,институциональные; дискурсивные; коллективные,Аналоги: философия—биоэтика; политика—биополитика; право—регулирование
75,этика исследований,Условно,нормы/этика/контроль,биовласть/этика/регуляция,институциональные; дискурсивные; коллективные,Аналоги: философия—биоэтика; политика—биополитика; право—регулирование
76,этика согласия,Условно,нормы/этика/контроль,биовласть/этика/регуляция,институциональные; дискурсивные; коллективные,Аналоги: философия—биоэтика; политика—биополитика; право—регулирование
77,нормализация здоровья,Условно,нормы/этика/контроль,биовласть/этика/регуляция,институциональные; дискурсивные; коллективные,Аналоги: философия—биоэтика; политика—биополитика; право—регулирование
78,патологизация отклонений,Условно,нормы/этика/контроль,биовласть/этика/регуляция,институциональные; дискурсивные; коллективные,Аналоги: философия—биоэтика; политика—биополитика; право—регулирование
79,дестигматизация,Условно,нормы/этика/контроль,биовласть/этика/регуляция,институциональные; дискурсивные; коллективные,Аналоги: философия—биоэтика; политика—биополитика; право—регулирование
80,репродуктивная политика,Условно,нормы/этика/контроль,биовласть/этика/регуляция,институциональные; дискурсивные; коллективные,Аналоги: философия—биоэтика; политика—биополитика; право—регулирование
