№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
44,кросс-обменные альянсы,Условно,обмены/сети/обязательства,реципрокность/дар/капитал,возможные; постепенные; ритуальные/экономические,Аналоги: экономика—бартер; культурология—ритуальный обмен; политология—клиентелизм
45,харизматизация лидера,Условно,власть/авторитет/легитимность,харизма/традиция/рационализация,возможные; быстрые/постепенные; институциональные,Аналоги: политология—легитимность; менеджмент—лидерство; социология—власть
46,традиционализация власти,Условно,власть/авторитет/легитимность,харизма/традиция/рационализация,возможные; быстрые/постепенные; институциональные,Аналоги: политология—легитимность; менеджмент—лидерство; социология—власть
47,рационализация власти,Условно,власть/авторитет/легитимность,харизма/традиция/рационализация,возможные; быстрые/постепенные; институциональные,Аналоги: политология—легитимность; менеджмент—лидерство; социология—власть
48,делегитимация,Условно,власть/авторитет/легитимность,харизма/традиция/рационализация,возможные; быстрые/постепенные; институциональные,Аналоги: политология—легитимность; менеджмент—лидерство; социология—власть
49,легитимизация,Условно,власть/авторитет/легитимность,харизма/традиция/рационализация,возможные; быстрые/постепенные; институциональные,Аналоги: политология—легитимность; менеджмент—лидерство; социология—власть
50,узурпация,Условно,власть/авторитет/легитимность,харизма/традиция/рационализация,возможные; быстрые/постепенные; институциональные,Аналоги: политология—легитимность; менеджмент—лидерство; социология—власть
51,сакрализация власти,Условно,власть/авторитет/легитимность,харизма/традиция/рационализация,возможные; быстрые/постепенные; институциональные,Аналоги: политология—легитимность; менеджмент—лидерство; социология—власть
52,секуляризация власти,Условно,власть/авторитет/легитимность,харизма/традиция/рационализация,возможные; быстрые/постепенные; институциональные,Аналоги: политология—легитимность; менеджмент—лидерство; социология—власть
53,персонализация власти,Условно,власть/авторитет/легитимность,харизма/традиция/рационализация,возможные; быстрые/постепенные; институциональные,Аналоги: политология—легитимность; менеджмент—лидерство; социология—власть
54,деперсонализация власти,Условно,власть/авторитет/легитимность,харизма/традиция/рационализация,возможные; быстрые/постепенные; институциональные,Аналоги: политология—легитимность; менеджмент—лидерство; социология—власть
55,интегративные ритуалы,Условно,ритуалы/социальный порядок,символизм/интеграция/солидарность,возможные; цикличные/сезонные; коллективные,Аналоги: религиоведение—обряд; культурология—фестивали; психология—групповые ритуалы
56,ритуалы перехода,Условно,ритуалы/социальный порядок,символизм/интеграция/солидарность,возможные; цикличные/сезонные; коллективные,Аналоги: религиоведение—обряд; культурология—фестивали; психология—групповые ритуалы
57,ритуалы кризиса,Условно,ритуалы/социальный порядок,символизм/интеграция/солидарность,возможные; цикличные/сезонные; коллективные,Аналоги: религиоведение—обряд; культурология—фестивали; психология—групповые ритуалы
58,ритуалы обновления,Условно,ритуалы/социальный порядок,символизм/интеграция/солидарность,возможные; цикличные/сезонные; коллективные,Аналоги: религиоведение—обряд; культурология—фестивали; психология—групповые ритуалы
59,ритуалы памяти,Условно,ритуалы/социальный порядок,символизм/интеграция/солидарность,возможные; цикличные/сезонные; коллективные,Аналоги: религиоведение—обряд; культурология—фестивали; психология—групповые ритуалы
60,ритуалы протеста,Условно,ритуалы/социальный порядок,символизм/интеграция/солидарность,возможные; цикличные/сезонные; коллективные,Аналоги: религиоведение—обряд; культурология—фестивали; психология—групповые ритуалы
61,карнавалы,Условно,ритуалы/социальный порядок,символизм/интеграция/солидарность,возможные; цикличные/сезонные; коллективные,Аналоги: религиоведение—обряд; культурология—фестивали; психология—групповые ритуалы
62,фестивализация,Условно,ритуалы/социальный порядок,символизм/интеграция/солидарность,возможные; цикличные/сезонные; коллективные,Аналоги: религиоведение—обряд; культурология—фестивали; психология—групповые ритуалы
63,инверсия ролей,Условно,ритуалы/социальный порядок,символизм/интеграция/солидарность,возможные; цикличные/сезонные; коллективные,Аналоги: религиоведение—обряд; культурология—фестивали; психология—групповые ритуалы
64,коммеморация,Условно,ритуалы/социальный порядок,символизм/интеграция/солидарность,возможные; цикличные/сезонные; коллективные,Аналоги: религиоведение—обряд; культурология—фестивали; психология—групповые ритуалы
65,диаспоризация,Условно,группы/контакты/идентичность,мобильность/границы/адаптация,возможные; миграционные; постепенные,Аналоги: демография—миграция; экономика—трудовая мобильность; география—транслокальность
66,ассимиляция,Условно,группы/контакты/идентичность,мобильность/границы/адаптация,возможные; миграционные; постепенные,Аналоги: демография—миграция; экономика—трудовая мобильность; география—транслокальность
67,сепарация,Условно,группы/контакты/идентичность,мобильность/границы/адаптация,возможные; миграционные; постепенные,Аналоги: демография—миграция; экономика—трудовая мобильность; география—транслокальность
68,интеграция,Условно,группы/контакты/идентичность,мобильность/границы/адаптация,возможные; миграционные; постепенные,Аналоги: демография—миграция; экономика—трудовая мобильность; география—транслокальность
69,маргинализация,Условно,группы/контакты/идентичность,мобильность/границы/адаптация,возможные; миграционные; постепенные,Аналоги: демография—миграция; экономика—трудовая мобильность; география—транслокальность
70,транслокализация,Условно,группы/контакты/идентичность,мобильность/границы/адаптация,возможные; миграционные; постепенные,Аналоги: демография—миграция; экономика—трудовая мобильность; география—транслокальность
71,мультикультурализация,Условно,группы/контакты/идентичность,мобильность/границы/адаптация,возможные; миграционные; постепенные,Аналоги: демография—миграция; экономика—трудовая мобильность; география—транслокальность
72,пограничное сторожение,Условно,группы/контакты/идентичность,мобильность/границы/адаптация,возможные; миграционные; постепенные,Аналоги: демография—миграция; экономика—трудовая мобильность; география—транслокальность
73,гибридизация идентичности,Условно,группы/контакты/идентичность,мобильность/границы/адаптация,возможные; миграционные; постепенные,Аналоги: демография—миграция; экономика—трудовая мобильность; география—транслокальность
74,реактивация этничности,Условно,группы/контакты/идентичность,мобильность/границы/адаптация,возможные; миграционные; постепенные,Аналоги: демография—миграция; экономика—трудовая мобильность; география—транслокальность
75,кодификация обычаев,Условно,нормы/санкции/правила,контроль/регулирование/поддержание,необходимые/возможные; публичные/латентные,Аналоги: юриспруденция—право; менеджмент—политики; этика—нормы
76,санкционирование,Условно,нормы/санкции/правила,контроль/регулирование/поддержание,необходимые/возможные; публичные/латентные,Аналоги: юриспруденция—право; менеджмент—политики; этика—нормы
77,десанкционирование,Условно,нормы/санкции/правила,контроль/регулирование/поддержание,необходимые/возможные; публичные/латентные,Аналоги: юриспруденция—право; менеджмент—политики; этика—нормы
78,легализация,Условно,нормы/санкции/правила,контроль/регулирование/поддержание,необходимые/возможные; публичные/латентные,Аналоги: юриспруденция—право; менеджмент—политики; этика—нормы
79,делегализация,Условно,нормы/санкции/правила,контроль/регулирование/поддержание,необходимые/возможные; публичные/латентные,Аналоги: юриспруденция—право; менеджмент—политики; этика—нормы
80,криминализация,Условно,нормы/санкции/правила,контроль/регулирование/поддержание,необходимые/возможные; публичные/латентные,Аналоги: юриспруденция—право; менеджмент—политики; этика—нормы
81,декриминализация,Условно,нормы/санкции/правила,контроль/регулирование/поддержание,необходимые/возможные; публичные/латентные,Аналоги: юриспруденция—право; менеджмент—политики; этика—нормы
82,нормализация,Условно,нормы/санкции/правила,контроль/регулирование/поддержание,необходимые/возможные; публичные/латентные,Аналоги: юриспруденция—право; менеджмент—политики; этика—нормы
83,аномизация,Условно,нормы/санкции/правила,контроль/регулирование/поддержание,необходимые/возможные; публичные/латентные,Аналоги: юриспруденция—право; менеджмент—политики; этика—нормы
84,реституционное право,Условно,нормы/санкции/правила,контроль/регулирование/поддержание,необходимые/возможные; публичные/латентные,Аналоги: юриспруденция—право; менеджмент—политики; этика—нормы
