[144,"Институционализация антимонопольного права","Да","нормы","antitrust law","институциональные;постепенные;явные","Классика"],
[145,"Эволюция антимонопольных норм","Да","нормы","antitrust evolution","институциональные;постепенные;явные","—"],
[146,"Реформы антимонопольного законодательства","Да","нормы","antitrust reforms","институциональные;постепенные;явные","Современно уникален"],
[147,"Нарушения антимонопольного права","Нет","нормы","antitrust erosion","институциональные;постепенные;латентные","—"],
[148,"Институционализация защиты конкуренции","Да","нормы","competition protection","институциональные;постепенные;явные","—"],
[149,"Эволюция защиты конкуренции","Да","нормы","competition protection evolution","институциональные;постепенные;явные","—"],
[150,"Реформы защиты конкуренции","Да","нормы","competition protection reforms","институциональные;постепенные;явные","Современно уникален"],
[151,"Нарушение защиты конкуренции","Нет","нормы","competition protection erosion","институциональные;постепенные;латентные","—"],
[152,"Институционализация прав на труд","Да","нормы","labor rights institutionalization","институциональные;постепенные;явные","Классика"],
[153,"Эволюция трудовых прав","Да","нормы","labor rights evolution","институциональные;постепенные;явные","—"],
[154,"Реформы трудовых прав","Да","нормы","labor rights reforms","институциональные;постепенные;явные","Современно уникален"],
[155,"Нарушения трудовых прав","Нет","нормы","labor rights erosion","институциональные;постепенные;латентные","—"],
[156,"Институционализация прав на собственность","Да","нормы","property rights institutionalization","институциональные;постепенные;явные","—"],
[157,"Эволюция защиты прав собственности","Да","нормы","property rights protection evolution","институциональные;постепенные;явные","—"],
[158,"Реформы защиты прав собственности","Да","нормы","property rights reforms","институциональные;постепенные;явные","Современно уникален"],
[159,"Нарушения прав собственности","Нет","нормы","property rights erosion","институциональные;постепенные;латентные","—"],
[160,"Институционализация защиты прав потребителей","Да","нормы","consumer rights institutionalization","институциональные;постепенные;явные","Современно уникален"],
[161,"Эволюция защиты прав потребителей","Да","нормы","consumer rights evolution","институциональные;постепенные;явные","—"],
[162,"Реформы защиты прав потребителей","Да","нормы","consumer rights reforms","институциональные;постепенные;явные","—"],
[163,"Нарушения прав потребителей","Нет","нормы","consumer rights erosion","институциональные;постепенные;латентные","—"],
[164,"Институционализация экологической политики","Да","институты","environmental policy","институциональные;постепенные;явные","Современно уникален"],
[165,"Эволюция экологической политики","Да","институты","environmental policy evolution","институциональные;постепенные;явные","—"],
[166,"Реформы экологической политики","Да","институты","environmental policy reforms","институциональные;постепенные;явные","—"],
[167,"Кризисы экологической политики","Нет","институты","environmental policy crises","институциональные;дискретные;латентные","—"],
[168,"Институционализация инновационной политики","Да","институты","innovation policy","институциональные;постепенные;явные","Современно уникален"],
[169,"Эволюция инновационной политики","Да","институты","innovation policy evolution","институциональные;постепенные;явные","—"],
[170,"Реформы инновационной политики","Да","институты","innovation policy reforms","институциональные;постепенные;явные","—"],
[171,"Институциональные сбои инновационной политики","Нет","институты","innovation policy failures","институциональные;постепенные;латентные","—"],
[172,"Институционализация цифровой политики","Да","институты","digital policy","институциональные;постепенные;явные","Современно уникален"],
[173,"Эволюция цифровой политики","Да","институты","digital policy evolution","институциональные;постепенные;явные","—"],
[174,"Реформы цифровой политики","Да","институты","digital policy reforms","институциональные;постепенные;явные","—"],
[175,"Нарушение цифровой политики","Нет","институты","digital policy erosion","институциональные;постепенные;латентные","—"],
[176,"Институционализация культурной политики","Да","институты","cultural policy","институциональные;постепенные;явные","—"],
[177,"Эволюция культурной политики","Да","институты","cultural policy evolution","институциональные;постепенные;явные","Современно уникален"],
[178,"Реформы культурной политики","Да","институты","cultural policy reforms","институциональные;постепенные;явные","—"],
[179,"Кризисы культурной политики","Нет","институты","cultural policy crises","институциональные;дискретные;латентные","—"],
[180,"Институционализация миграционной политики","Да","институты","migration policy","институциональные;постепенные;явные","Современно уникален"]
[181,"Эволюция миграционной политики","Да","институты","migration policy evolution","институциональные;постепенные;явные","—"],
[182,"Реформы миграционной политики","Да","институты","migration policy reforms","институциональные;постепенные;явные","Современно уникален"],
[183,"Кризисы миграционной политики","Нет","институты","migration policy crises","институциональные;дискретные;латентные","—"],
[184,"Институционализация региональной политики","Да","институты","regional policy","институциональные;постепенные;явные","—"],
[185,"Эволюция региональной политики","Да","институты","regional policy evolution","институциональные;постепенные;явные","—"],
[186,"Реформы региональной политики","Да","институты","regional policy reforms","институциональные;постепенные;явные","Современно уникален"],
[187,"Кризисы региональной политики","Нет","институты","regional policy crises","институциональные;дискретные;латентные","—"],
[188,"Институционализация аграрной политики","Да","институты","agrarian policy","институциональные;постепенные;явные","Классика"],
[189,"Эволюция аграрной политики","Да","институты","agrarian policy evolution","институциональные;постепенные;явные","—"],
[190,"Реформы аграрной политики","Да","институты","agrarian policy reforms","институциональные;постепенные;явные","—"],
[191,"Кризисы аграрной политики","Нет","институты","agrarian policy crises","институциональные;дискретные;латентные","—"],
[192,"Институционализация промышленной политики","Да","институты","industrial policy","институциональные;постепенные;явные","Классика"],
[193,"Эволюция промышленной политики","Да","институты","industrial policy evolution","институциональные;постепенные;явные","—"],
[194,"Реформы промышленной политики","Да","институты","industrial policy reforms","институциональные;постепенные;явные","Современно уникален"],
[195,"Кризисы промышленной политики","Нет","институты","industrial policy crises","институциональные;дискретные;латентные","—"],
[196,"Институционализация энергетической политики","Да","институты","energy policy","институциональные;постепенные;явные","Классика"],
[197,"Эволюция энергетической политики","Да","институты","energy policy evolution","институциональные;постепенные;явные","—"],
[198,"Реформы энергетической политики","Да","институты","energy policy reforms","институциональные;постепенные;явные","—"],
[199,"Кризисы энергетической политики","Нет","институты","energy policy crises","институциональные;дискретные;латентные","—"],
[200,"Институционализация транспортной политики","Да","институты","transport policy","институциональные;постепенные;явные","—"],
[201,"Эволюция транспортной политики","Да","институты","transport policy evolution","институциональные;постепенные;явные","—"],
[202,"Реформы транспортной политики","Да","институты","transport policy reforms","институциональные;постепенные;явные","Современно уникален"],
[203,"Кризисы транспортной политики","Нет","институты","transport policy crises","институциональные;дискретные;латентные","—"],
[204,"Институционализация инфраструктурной политики","Да","институты","infrastructure policy","институциональные;постепенные;явные","Современно уникален"],
[205,"Эволюция инфраструктурной политики","Да","институты","infrastructure policy evolution","институциональные;постепенные;явные","—"],
[206,"Реформы инфраструктурной политики","Да","институты","infrastructure policy reforms","институциональные;постепенные;явные","—"],
[207,"Кризисы инфраструктурной политики","Нет","институты","infrastructure policy crises","институциональные;дискретные;латентные","—"],
[208,"Институционализация инновационных кластеров","Да","структура","innovation clusters","институциональные;постепенные;явные","Современно уникален"],
[209,"Эволюция инновационных кластеров","Да","структура","innovation clusters evolution","институциональные;постепенные;явные","—"],
[210,"Реформы инновационных кластеров","Да","структура","innovation clusters reforms","институциональные;постепенные;явные","—"],
[211,"Упадок инновационных кластеров","Нет","структура","innovation clusters decline","институциональные;постепенные;латентные","—"],
[212,"Институционализация венчурного финансирования","Да","структура","venture capital","институциональные;постепенные;явные","Современно уникален"],
[213,"Эволюция венчурного финансирования","Да","структура","venture capital evolution","институциональные;постепенные;явные","—"],
[214,"Реформы венчурного финансирования","Да","структура","venture capital reforms","институциональные;постепенные;явные","—"],
[215,"Кризисы венчурного финансирования","Нет","структура","venture capital crises","институциональные;дискретные;латентные","—"],
[216,"Институционализация фондовых бирж","Да","структура","stock exchanges","институциональные;постепенные;явные","Классика"],
[217,"Эволюция фондовых бирж","Да","структура","stock exchanges evolution","институциональные;постепенные;явные","—"],
[218,"Реформы фондовых бирж","Да","структура","stock exchanges reforms","институциональные;постепенные;явные","Современно уникален"],
[219,"Кризисы фондовых бирж","Нет","структура","stock exchanges crises","институциональные;дискретные;латентные","—"],
[220,"Институционализация страховых систем","Да","структура","insurance systems","институциональные;постепенные;явные","—"],
[221,"Эволюция страховых систем","Да","структура","insurance systems evolution","институциональные;постепенные;явные","—"],
[222,"Реформы страховых систем","Да","структура","insurance systems reforms","институциональные;постепенные;явные","Современно уникален"],
[223,"Кризисы страховых систем","Нет","структура","insurance systems crises","институциональные;дискретные;латентные","—"],
[224,"Институционализация микрофинансовых институтов","Да","структура","microfinance institutions","институциональные;постепенные;явные","Современно уникален"],
[225,"Эволюция микрофинансовых институтов","Да","структура","microfinance institutions evolution","институциональные;постепенные;явные","—"],
[226,"Реформы микрофинансовых институтов","Да","структура","microfinance institutions reforms","институциональные;постепенные;явные","—"],
[227,"Кризисы микрофинансовых институтов","Нет","структура","microfinance institutions crises","институциональные;дискретные;латентные","—"],
[228,"Институционализация цифровых платформ","Да","структура","digital platforms","институциональные;постепенные;явные","Современно уникален"],
[229,"Эволюция цифровых платформ","Да","структура","digital platforms evolution","институциональные;постепенные;явные","—"],
[230,"Реформы цифровых платформ","Да","структура","digital platforms reforms","институциональные;постепенные;явные","—"],
[231,"Кризисы цифровых платформ","Нет","структура","digital platforms crises","институциональные;дискретные;латентные","—"],
[232,"Институционализация электронной коммерции","Да","структура","e-commerce","институциональные;постепенные;явные","—"],
[233,"Эволюция электронной коммерции","Да","структура","e-commerce evolution","институциональные;постепенные;явные","—"],
[234,"Реформы электронной коммерции","Да","структура","e-commerce reforms","институциональные;постепенные;явные","Современно уникален"],
[235,"Кризисы электронной коммерции","Нет","структура","e-commerce crises","институциональные;дискретные;латентные","—"],
[236,"Институционализация криптовалютных систем","Да","структура","cryptocurrency systems","институциональные;постепенные;явные","Современно уникален"],
[237,"Эволюция криптовалютных систем","Да","структура","cryptocurrency evolution","институциональные;постепенные;явные","—"],
[238,"Реформы криптовалютных систем","Да","структура","cryptocurrency reforms","институциональные;постепенные;явные","—"],
[239,"Кризисы криптовалютных систем","Нет","структура","cryptocurrency crises","институциональные;дискретные;латентные","—"],
[240,"Институционализация финтеха","Да","структура","fintech institutionalization","институциональные;постепенные;явные","Современно уникален"]
[241,"Эволюция финтеха","Да","структура","fintech evolution","институциональные;постепенные;явные","—"],
[242,"Реформы финтеха","Да","структура","fintech reforms","институциональные;постепенные;явные","Современно уникален"],
[243,"Кризисы финтеха","Нет","структура","fintech crises","институциональные;дискретные;латентные","—"],
[244,"Институционализация блокчейн-систем","Да","структура","blockchain institutionalization","институциональные;постепенные;явные","Современно уникален"],
[245,"Эволюция блокчейн-систем","Да","структура","blockchain evolution","институциональные;постепенные;явные","—"],
[246,"Реформы блокчейн-систем","Да","структура","blockchain reforms","институциональные;постепенные;явные","—"],
[247,"Кризисы блокчейн-систем","Нет","структура","blockchain crises","институциональные;дискретные;латентные","—"],
[248,"Институционализация DAO","Да","структура","DAO institutionalization","институциональные;постепенные;явные","Современно уникален"],
[249,"Эволюция DAO","Да","структура","DAO evolution","институциональные;постепенные;явные","—"],
[250,"Реформы DAO","Да","структура","DAO reforms","институциональные;постепенные;явные","—"],
[251,"Кризисы DAO","Нет","структура","DAO crises","институциональные;дискретные;латентные","—"],
[252,"Институционализация смарт-контрактов","Да","структура","smart contracts","институциональные;постепенные;явные","Современно уникален"],
[253,"Эволюция смарт-контрактов","Да","структура","smart contracts evolution","институциональные;постепенные;явные","—"],
[254,"Реформы смарт-контрактов","Да","структура","smart contracts reforms","институциональные;постепенные;явные","—"],
[255,"Ошибки смарт-контрактов","Нет","структура","smart contracts failures","институциональные;дискретные;латентные","—"],
[256,"Институционализация кибербезопасности","Да","структура","cybersecurity institutions","институциональные;постепенные;явные","Современно уникален"],
[257,"Эволюция кибербезопасности","Да","структура","cybersecurity evolution","институциональные;постепенные;явные","—"],
[258,"Реформы в области кибербезопасности","Да","структура","cybersecurity reforms","институциональные;постепенные;явные","—"],
[259,"Киберугрозы и сбои","Нет","структура","cybersecurity crises","институциональные;дискретные;латентные","—"],
[260,"Институционализация ИИ-регулирования","Да","институты","AI regulation","институциональные;постепенные;явные","Современно уникален"],
[261,"Эволюция ИИ-регулирования","Да","институты","AI regulation evolution","институциональные;постепенные;явные","—"],
[262,"Реформы ИИ-регулирования","Да","институты","AI regulation reforms","институциональные;постепенные;явные","—"],
[263,"Сбои в ИИ-регулировании","Нет","институты","AI regulation crises","институциональные;дискретные;латентные","—"],
[264,"Институционализация цифровых прав","Да","нормы","digital rights institutionalization","институциональные;постепенные;явные","Современно уникален"],
[265,"Эволюция цифровых прав","Да","нормы","digital rights evolution","институциональные;постепенные;явные","—"],
[266,"Реформы цифровых прав","Да","нормы","digital rights reforms","институциональные;постепенные;явные","—"],
[267,"Нарушение цифровых прав","Нет","нормы","digital rights erosion","институциональные;постепенные;латентные","—"],
[268,"Институционализация данных как ресурса","Да","структура","data as resource","институциональные;постепенные;явные","Современно уникален"],
[269,"Эволюция управления данными","Да","структура","data governance evolution","институциональные;постепенные;явные","—"],
[270,"Реформы управления данными","Да","структура","data governance reforms","институциональные;постепенные;явные","—"],
[271,"Кризисы управления данными","Нет","структура","data governance crises","институциональные;дискретные;латентные","—"],
[272,"Институционализация ESG-практик","Да","нормы","ESG institutionalization","институциональные;постепенные;явные","Современно уникален"],
[273,"Эволюция ESG-практик","Да","нормы","ESG evolution","институциональные;постепенные;явные","—"],
[274,"Реформы ESG-практик","Да","нормы","ESG reforms","институциональные;постепенные;явные","—"],
[275,"Сбои в ESG-практиках","Нет","нормы","ESG failures","институциональные;дискретные;латентные","—"],
[276,"Институционализация корпоративной устойчивости","Да","структура","corporate sustainability","институциональные;постепенные;явные","Современно уникален"],
[277,"Эволюция корпоративной устойчивости","Да","структура","corporate sustainability evolution","институциональные;постепенные;явные","—"],
[278,"Реформы корпоративной устойчивости","Да","структура","corporate sustainability reforms","институциональные;постепенные;явные","—"],
[279,"Кризисы корпоративной устойчивости","Нет","структура","corporate sustainability crises","институциональные;дискретные;латентные","—"],
[280,"Институционализация зелёной энергетики","Да","структура","green energy institutionalization","институциональные;постепенные;явные","Современно уникален"],
[281,"Эволюция зелёной энергетики","Да","структура","green energy evolution","институциональные;постепенные;явные","—"],
[282,"Реформы зелёной энергетики","Да","структура","green energy reforms","институциональные;постепенные;явные","—"],
[283,"Кризисы зелёной энергетики","Нет","структура","green energy crises","институциональные;дискретные;латентные","—"],
[284,"Институционализация карбоновых рынков","Да","структура","carbon markets","институциональные;постепенные;явные","Современно уникален"],
[285,"Эволюция карбоновых рынков","Да","структура","carbon markets evolution","институциональные;постепенные;явные","—"],
[286,"Реформы карбоновых рынков","Да","структура","carbon markets reforms","институциональные;постепенные;явные","—"],
